ensemble,form,starting_class,item_id,dimensions,perturbation_trials,family_flips,family_flip_rate,posture_flips,posture_flip_rate,routing_flips,routing_flip_rate,full_archetype_flips,full_archetype_flip_rate,mean_dimension_l1,max_dimension_l1,omission_trials,omission_full_archetype_flip_rate,neutralisation_trials,neutralisation_full_archetype_flip_rate
boundaryFocused,targeted:realist|constructivist,pure,sc2,securityCompetition,74,18,0.243243,0,0,21,0.283784,31,0.418919,0.278243,0.82,20,0.5,20,0.45
boundaryFocused,targeted:realist|constructivist,pure,v21_df_rev_04,domesticFilters,72,4,0.055556,0,0,24,0.333333,24,0.333333,0.386111,1,20,0.4,20,0.35
boundaryFocused,targeted:realist|constructivist,pure,v21_in_rev_03,institutions,74,9,0.121622,0,0,20,0.27027,21,0.283784,0.198378,0.44,20,0.35,20,0.25
boundaryFocused,targeted:realist|constructivist,pure,v21_ni_rev_05,normsIdentity,73,17,0.232877,0,0,24,0.328767,27,0.369863,0.227534,0.63,20,0.35,20,0.35
boundaryFocused,targeted:realist|constructivist,pure,v21_pe_rev_02,politicalEconomy,78,8,0.102564,0,0,20,0.25641,23,0.294872,0.344744,1.05,20,0.4,20,0.25
boundaryFocused,targeted:realist|constructivist,pure,v21_rs_rev_04,restraint,75,0,0,17,0.226667,17,0.226667,32,0.426667,0.349333,1.42,20,0.35,20,0.3
boundaryFocused,targeted:realist|constructivist,pure,v21_sc_rev_02,securityCompetition,72,12,0.166667,0,0,17,0.236111,20,0.277778,0.306389,0.89,20,0.3,20,0.25
boundaryFocused,targeted:realist|criticalPoliticalEconomy,blend,an_case_middle_power,domesticFilters|institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,138,76,0.550725,13,0.094203,77,0.557971,93,0.673913,0.659203,1.43,0,0,0,0
boundaryFocused,targeted:realist|criticalPoliticalEconomy,blend,an_tradeoff_energy_alignment,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|restraint,138,53,0.384058,7,0.050725,69,0.5,78,0.565217,0.949928,2.64,0,0,0,0
boundaryFocused,targeted:realist|criticalPoliticalEconomy,blend,an_tradeoff_legitimacy,domesticFilters|institutions|normsIdentity|politicalEconomy|securityCompetition,138,69,0.5,0,0,99,0.717391,112,0.811594,0.921884,1.93,0,0,0,0
boundaryFocused,targeted:realist|criticalPoliticalEconomy,blend,df1,domesticFilters,172,73,0.424419,0,0,86,0.5,95,0.552326,0.321337,1.57,46,0.695652,46,0.565217
boundaryFocused,targeted:realist|criticalPoliticalEconomy,blend,in2,institutions,170,74,0.435294,0,0,48,0.282353,65,0.382353,0.258235,0.82,46,0.5,46,0.478261
boundaryFocused,targeted:realist|criticalPoliticalEconomy,blend,ni2,normsIdentity,171,76,0.444444,0,0,66,0.385965,84,0.491228,0.364971,1.23,46,0.673913,46,0.565217
boundaryFocused,targeted:realist|criticalPoliticalEconomy,blend,oj1,orderJustice,175,78,0.445714,0,0,85,0.485714,93,0.531429,0.641886,3,46,0.565217,46,0.630435
boundaryFocused,targeted:realist|criticalPoliticalEconomy,blend,oj2,orderJustice,174,72,0.413793,0,0,90,0.517241,95,0.545977,0.657471,3,46,0.652174,46,0.630435
boundaryFocused,targeted:realist|criticalPoliticalEconomy,blend,pe2,politicalEconomy,171,70,0.409357,0,0,103,0.602339,111,0.649123,0.258889,1.02,46,0.586957,46,0.695652
boundaryFocused,targeted:realist|criticalPoliticalEconomy,blend,rs2,restraint,175,58,0.331429,31,0.177143,37,0.211429,58,0.331429,0.214343,0.75,46,0.434783,46,0.413043
boundaryFocused,targeted:realist|criticalPoliticalEconomy,blend,sc2,securityCompetition,175,85,0.485714,0,0,133,0.76,145,0.828571,0.339257,1.04,46,0.869565,46,0.804348
boundaryFocused,targeted:realist|criticalPoliticalEconomy,blend,tradeoff_interdependence,domesticFilters|institutions|politicalEconomy|restraint|securityCompetition,138,79,0.572464,1,0.007246,107,0.775362,118,0.855072,0.81587,1.58,0,0,0,0
boundaryFocused,targeted:realist|criticalPoliticalEconomy,blend,tradeoff_strategy,domesticFilters|politicalEconomy|restraint|securityCompetition,138,66,0.478261,27,0.195652,94,0.681159,109,0.789855,0.690797,1.66,0,0,0,0
boundaryFocused,targeted:realist|criticalPoliticalEconomy,blend,v21_df_rev_04,domesticFilters,169,72,0.426036,0,0,81,0.47929,88,0.52071,0.33929,1.3,46,0.543478,46,0.652174
boundaryFocused,targeted:realist|criticalPoliticalEconomy,blend,v21_in_rev_03,institutions,168,64,0.380952,0,0,40,0.238095,55,0.327381,0.24744,0.87,46,0.369565,46,0.391304
boundaryFocused,targeted:realist|criticalPoliticalEconomy,blend,v21_ni_rev_05,normsIdentity,175,81,0.462857,0,0,73,0.417143,91,0.52,0.376857,1.34,46,0.717391,46,0.630435
boundaryFocused,targeted:realist|criticalPoliticalEconomy,blend,v21_pe_rev_02,politicalEconomy,168,72,0.428571,0,0,107,0.636905,114,0.678571,0.264881,1.61,46,0.630435,46,0.73913
boundaryFocused,targeted:realist|criticalPoliticalEconomy,blend,v21_rs_rev_04,restraint,173,63,0.364162,21,0.121387,27,0.156069,44,0.254335,0.21815,0.78,46,0.347826,46,0.326087
boundaryFocused,targeted:realist|criticalPoliticalEconomy,blend,v21_sc_rev_02,securityCompetition,175,79,0.451429,0,0,120,0.685714,134,0.765714,0.307257,1.42,46,0.73913,46,0.673913
boundaryFocused,targeted:realist|criticalPoliticalEconomy,pure,an_case_middle_power,domesticFilters|institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,54,10,0.185185,11,0.203704,10,0.185185,23,0.425926,0.710741,1.22,0,0,0,0
boundaryFocused,targeted:realist|criticalPoliticalEconomy,pure,an_tradeoff_energy_alignment,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|restraint,54,8,0.148148,9,0.166667,16,0.296296,24,0.444444,1.004259,2.76,0,0,0,0
boundaryFocused,targeted:realist|criticalPoliticalEconomy,pure,an_tradeoff_legitimacy,domesticFilters|institutions|normsIdentity|politicalEconomy|securityCompetition,54,19,0.351852,0,0,14,0.259259,25,0.462963,1.009815,1.73,0,0,0,0
boundaryFocused,targeted:realist|criticalPoliticalEconomy,pure,df1,domesticFilters,66,9,0.136364,0,0,16,0.242424,19,0.287879,0.364394,1.36,18,0.277778,18,0.277778
boundaryFocused,targeted:realist|criticalPoliticalEconomy,pure,in2,institutions,66,9,0.136364,0,0,8,0.121212,14,0.212121,0.257273,0.85,18,0.222222,18,0.166667
boundaryFocused,targeted:realist|criticalPoliticalEconomy,pure,ni2,normsIdentity,70,5,0.071429,0,0,16,0.228571,18,0.257143,0.291714,0.96,18,0.277778,18,0.166667
boundaryFocused,targeted:realist|criticalPoliticalEconomy,pure,oj1,orderJustice,65,8,0.123077,0,0,13,0.2,16,0.246154,0.688769,3,18,0.166667,18,0.277778
boundaryFocused,targeted:realist|criticalPoliticalEconomy,pure,oj2,orderJustice,67,11,0.164179,0,0,17,0.253731,23,0.343284,0.625075,3,18,0.333333,18,0.388889
boundaryFocused,targeted:realist|criticalPoliticalEconomy,pure,pe2,politicalEconomy,66,9,0.136364,0,0,13,0.19697,17,0.257576,0.302727,1,18,0.277778,18,0.222222
boundaryFocused,targeted:realist|criticalPoliticalEconomy,pure,rs2,restraint,69,5,0.072464,14,0.202899,21,0.304348,33,0.478261,0.222609,0.56,18,0.611111,18,0.611111
boundaryFocused,targeted:realist|criticalPoliticalEconomy,pure,sc2,securityCompetition,69,16,0.231884,0,0,19,0.275362,22,0.318841,0.296377,0.93,18,0.333333,18,0.277778
boundaryFocused,targeted:realist|criticalPoliticalEconomy,pure,tradeoff_interdependence,domesticFilters|institutions|politicalEconomy|restraint|securityCompetition,54,11,0.203704,0,0,11,0.203704,15,0.277778,0.753889,1.46,0,0,0,0
boundaryFocused,targeted:realist|criticalPoliticalEconomy,pure,tradeoff_strategy,domesticFilters|politicalEconomy|restraint|securityCompetition,54,21,0.388889,21,0.388889,9,0.166667,38,0.703704,0.738889,1.14,0,0,0,0
boundaryFocused,targeted:realist|criticalPoliticalEconomy,pure,v21_df_rev_04,domesticFilters,67,6,0.089552,0,0,17,0.253731,18,0.268657,0.32791,1.4,18,0.222222,18,0.277778
boundaryFocused,targeted:realist|criticalPoliticalEconomy,pure,v21_in_rev_03,institutions,65,10,0.153846,0,0,13,0.2,18,0.276923,0.258769,0.62,18,0.277778,18,0.222222
boundaryFocused,targeted:realist|criticalPoliticalEconomy,pure,v21_ni_rev_05,normsIdentity,69,9,0.130435,0,0,13,0.188406,21,0.304348,0.353188,1.43,18,0.388889,18,0.277778
boundaryFocused,targeted:realist|criticalPoliticalEconomy,pure,v21_pe_rev_02,politicalEconomy,67,10,0.149254,0,0,14,0.208955,17,0.253731,0.258358,0.9,18,0.333333,18,0.166667
boundaryFocused,targeted:realist|criticalPoliticalEconomy,pure,v21_rs_rev_04,restraint,66,4,0.060606,10,0.151515,22,0.333333,27,0.409091,0.224697,0.75,18,0.5,18,0.444444
boundaryFocused,targeted:realist|criticalPoliticalEconomy,pure,v21_sc_rev_02,securityCompetition,64,21,0.328125,0,0,18,0.28125,25,0.390625,0.356406,1.18,18,0.444444,18,0.388889
boundaryFocused,targeted:realist|institutionalist,blend,an_case_digital_stack,institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,123,65,0.528455,14,0.113821,86,0.699187,110,0.894309,0.958862,1.92,0,0,0,0
boundaryFocused,targeted:realist|institutionalist,blend,an_case_rising_power_voice,domesticFilters|institutions|normsIdentity|politicalEconomy|securityCompetition,123,72,0.585366,0,0,88,0.715447,109,0.886179,0.781057,1.4,0,0,0,0
boundaryFocused,targeted:realist|institutionalist,blend,an_tradeoff_evidence,domesticFilters|institutions|normsIdentity|restraint|securityCompetition,123,72,0.585366,9,0.073171,83,0.674797,100,0.813008,0.941057,2.11,0,0,0,0
boundaryFocused,targeted:realist|institutionalist,blend,an_tradeoff_parallel_order,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|securityCompetition,123,74,0.601626,0,0,92,0.747967,106,0.861789,1.056667,2.52,0,0,0,0
boundaryFocused,targeted:realist|institutionalist,blend,an_tradeoff_rival,domesticFilters|institutions|normsIdentity|securityCompetition,123,75,0.609756,0,0,100,0.813008,112,0.910569,0.790488,1.8,0,0,0,0
boundaryFocused,targeted:realist|institutionalist,blend,df1,domesticFilters,156,57,0.365385,0,0,40,0.25641,55,0.352564,0.412564,1.53,41,0.585366,41,0.390244
boundaryFocused,targeted:realist|institutionalist,blend,in2,institutions,148,65,0.439189,0,0,81,0.547297,99,0.668919,0.196959,0.71,41,0.707317,41,0.731707
boundaryFocused,targeted:realist|institutionalist,blend,ni2,normsIdentity,150,67,0.446667,0,0,64,0.426667,77,0.513333,0.272467,0.71,41,0.634146,41,0.585366
boundaryFocused,targeted:realist|institutionalist,blend,oj1,orderJustice,155,47,0.303226,0,0,36,0.232258,50,0.322581,0.655548,2.5,41,0.512195,41,0.365854
boundaryFocused,targeted:realist|institutionalist,blend,oj2,orderJustice,155,68,0.43871,0,0,34,0.219355,51,0.329032,0.647097,2.5,41,0.487805,41,0.365854
boundaryFocused,targeted:realist|institutionalist,blend,pe2,politicalEconomy,157,53,0.33758,0,0,34,0.216561,53,0.33758,0.366051,1.13,41,0.512195,41,0.341463
boundaryFocused,targeted:realist|institutionalist,blend,rs2,restraint,154,53,0.344156,32,0.207792,33,0.214286,60,0.38961,0.402013,1.97,41,0.487805,41,0.463415
boundaryFocused,targeted:realist|institutionalist,blend,sc2,securityCompetition,156,68,0.435897,0,0,82,0.525641,98,0.628205,0.197308,0.72,41,0.634146,41,0.536585
boundaryFocused,targeted:realist|institutionalist,blend,v21_df_rev_04,domesticFilters,147,58,0.394558,0,0,43,0.292517,55,0.37415,0.478163,2.06,41,0.463415,41,0.560976
boundaryFocused,targeted:realist|institutionalist,blend,v21_in_rev_03,institutions,152,70,0.460526,0,0,85,0.559211,94,0.618421,0.204803,0.94,41,0.658537,41,0.536585
boundaryFocused,targeted:realist|institutionalist,blend,v21_ni_rev_05,normsIdentity,152,76,0.5,0,0,60,0.394737,73,0.480263,0.243618,0.7,41,0.560976,41,0.512195
boundaryFocused,targeted:realist|institutionalist,blend,v21_pe_rev_02,politicalEconomy,150,60,0.4,0,0,37,0.246667,52,0.346667,0.426933,1.57,41,0.487805,41,0.365854
boundaryFocused,targeted:realist|institutionalist,blend,v21_rs_rev_04,restraint,151,54,0.357616,25,0.165563,29,0.192053,55,0.364238,0.406026,2.17,41,0.439024,41,0.439024
boundaryFocused,targeted:realist|institutionalist,blend,v21_sc_rev_02,securityCompetition,156,73,0.467949,0,0,83,0.532051,108,0.692308,0.213013,0.76,41,0.731707,41,0.634146
boundaryFocused,targeted:realist|institutionalist,pure,an_case_digital_stack,institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,69,26,0.376812,33,0.478261,21,0.304348,60,0.869565,0.932899,1.9,0,0,0,0
boundaryFocused,targeted:realist|institutionalist,pure,an_case_rising_power_voice,domesticFilters|institutions|normsIdentity|politicalEconomy|securityCompetition,69,20,0.289855,0,0,14,0.202899,26,0.376812,0.803623,1.42,0,0,0,0
boundaryFocused,targeted:realist|institutionalist,pure,an_tradeoff_evidence,domesticFilters|institutions|normsIdentity|restraint|securityCompetition,69,26,0.376812,11,0.15942,15,0.217391,39,0.565217,0.907681,1.69,0,0,0,0
boundaryFocused,targeted:realist|institutionalist,pure,an_tradeoff_parallel_order,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|securityCompetition,69,19,0.275362,0,0,18,0.26087,29,0.42029,1.037101,2.36,0,0,0,0
boundaryFocused,targeted:realist|institutionalist,pure,an_tradeoff_rival,domesticFilters|institutions|normsIdentity|securityCompetition,69,22,0.318841,0,0,17,0.246377,29,0.42029,0.805942,1.41,0,0,0,0
boundaryFocused,targeted:realist|institutionalist,pure,df1,domesticFilters,86,8,0.093023,0,0,18,0.209302,21,0.244186,0.450698,2.36,23,0.304348,23,0.217391
boundaryFocused,targeted:realist|institutionalist,pure,in2,institutions,85,11,0.129412,0,0,20,0.235294,22,0.258824,0.189294,0.53,23,0.26087,23,0.304348
boundaryFocused,targeted:realist|institutionalist,pure,ni2,normsIdentity,88,13,0.147727,0,0,21,0.238636,29,0.329545,0.208977,0.94,23,0.434783,23,0.304348
boundaryFocused,targeted:realist|institutionalist,pure,oj1,orderJustice,88,3,0.034091,0,0,20,0.227273,22,0.25,0.632159,2.5,23,0.304348,23,0.217391
boundaryFocused,targeted:realist|institutionalist,pure,oj2,orderJustice,87,2,0.022989,0,0,19,0.218391,19,0.218391,0.652299,2.5,23,0.217391,23,0.26087
boundaryFocused,targeted:realist|institutionalist,pure,pe2,politicalEconomy,85,6,0.070588,0,0,16,0.188235,17,0.2,0.398235,1.18,23,0.26087,23,0.217391
boundaryFocused,targeted:realist|institutionalist,pure,rs2,restraint,86,1,0.011628,27,0.313953,21,0.244186,45,0.523256,0.449186,3,23,0.478261,23,0.478261
boundaryFocused,targeted:realist|institutionalist,pure,sc2,securityCompetition,86,7,0.081395,0,0,20,0.232558,22,0.255814,0.201279,0.62,23,0.217391,23,0.26087
boundaryFocused,targeted:realist|institutionalist,pure,v21_df_rev_04,domesticFilters,85,1,0.011765,0,0,14,0.164706,14,0.164706,0.489059,1.78,23,0.130435,23,0.130435
boundaryFocused,targeted:realist|institutionalist,pure,v21_in_rev_03,institutions,88,16,0.181818,0,0,15,0.170455,24,0.272727,0.170227,0.46,23,0.26087,23,0.304348
boundaryFocused,targeted:realist|institutionalist,pure,v21_ni_rev_05,normsIdentity,86,9,0.104651,0,0,23,0.267442,25,0.290698,0.24686,0.81,23,0.347826,23,0.217391
boundaryFocused,targeted:realist|institutionalist,pure,v21_pe_rev_02,politicalEconomy,88,0,0,0,0,17,0.193182,17,0.193182,0.345795,1.62,23,0.26087,23,0.173913
boundaryFocused,targeted:realist|institutionalist,pure,v21_rs_rev_04,restraint,89,4,0.044944,33,0.370787,17,0.191011,48,0.539326,0.432472,3,23,0.521739,23,0.521739
boundaryFocused,targeted:realist|institutionalist,pure,v21_sc_rev_02,securityCompetition,89,17,0.191011,0,0,16,0.179775,28,0.314607,0.201573,0.67,23,0.347826,23,0.347826
calibratedSynthetic,core,blend,df1,domesticFilters,40,8,0.2,0,0,8,0.2,8,0.2,0.4625,1,10,0.1,10,0.1
calibratedSynthetic,core,blend,in2,institutions,38,15,0.394737,0,0,15,0.394737,17,0.447368,0.578947,1.5,10,0.5,10,0.4
calibratedSynthetic,core,blend,ni2,normsIdentity,39,10,0.25641,0,0,26,0.666667,26,0.666667,0.525641,1.5,10,0.5,10,0.9
calibratedSynthetic,core,blend,oj1,orderJustice,40,1,0.025,0,0,4,0.1,4,0.1,0.4125,1,10,0.1,10,0.2
calibratedSynthetic,core,blend,oj2,orderJustice,40,1,0.025,0,0,2,0.05,2,0.05,0.375,0.5,10,0,10,0.1
calibratedSynthetic,core,blend,pe2,politicalEconomy,40,2,0.05,0,0,3,0.075,6,0.15,0.5125,1.5,10,0.2,10,0.1
calibratedSynthetic,core,blend,rs2,restraint,40,2,0.05,1,0.025,2,0.05,3,0.075,0.525,1,10,0.1,10,0
calibratedSynthetic,core,blend,sc2,securityCompetition,40,0,0,0,0,3,0.075,3,0.075,0.425,1,10,0,10,0.1
calibratedSynthetic,core,blend,v21_df_rev_04,domesticFilters,40,8,0.2,0,0,11,0.275,11,0.275,0.475,1,10,0.3,10,0.2
calibratedSynthetic,core,blend,v21_in_rev_03,institutions,37,16,0.432432,0,0,15,0.405405,17,0.459459,0.635135,1.5,10,0.3,10,0.7
calibratedSynthetic,core,blend,v21_ni_rev_05,normsIdentity,40,14,0.35,0,0,25,0.625,25,0.625,0.4875,1,10,0.3,10,0.9
calibratedSynthetic,core,blend,v21_pe_rev_02,politicalEconomy,38,0,0,0,0,3,0.078947,5,0.131579,0.539474,1.5,10,0.2,10,0.1
calibratedSynthetic,core,blend,v21_rs_rev_04,restraint,38,5,0.131579,3,0.078947,3,0.078947,6,0.157895,0.618421,1.5,10,0.2,10,0.2
calibratedSynthetic,core,blend,v21_sc_rev_02,securityCompetition,40,0,0,0,0,5,0.125,5,0.125,0.4,0.5,10,0.1,10,0.2
calibratedSynthetic,core,pure,df1,domesticFilters,911,0,0,0,0,13,0.01427,13,0.01427,0.475851,1.5,230,0.008696,230,0.021739
calibratedSynthetic,core,pure,in2,institutions,894,6,0.006711,0,0,34,0.038031,34,0.038031,0.513982,1.5,230,0.004348,230,0.095652
calibratedSynthetic,core,pure,ni2,normsIdentity,893,13,0.014558,0,0,42,0.047032,47,0.052632,0.487122,1.5,230,0.030435,230,0.091304
calibratedSynthetic,core,pure,oj1,orderJustice,920,0,0,0,0,3,0.003261,3,0.003261,0.421739,1,230,0.004348,230,0
calibratedSynthetic,core,pure,oj2,orderJustice,920,0,0,0,0,3,0.003261,3,0.003261,0.427717,1,230,0.004348,230,0
calibratedSynthetic,core,pure,pe2,politicalEconomy,898,0,0,0,0,3,0.003341,3,0.003341,0.452116,1.5,230,0.004348,230,0.004348
calibratedSynthetic,core,pure,rs2,restraint,916,0,0,125,0.136463,6,0.00655,131,0.143013,0.441048,1.5,230,0.108696,230,0.117391
calibratedSynthetic,core,pure,sc2,securityCompetition,894,0,0,0,0,3,0.003356,3,0.003356,0.480425,1.5,230,0.004348,230,0
calibratedSynthetic,core,pure,v21_df_rev_04,domesticFilters,906,0,0,0,0,11,0.012141,11,0.012141,0.482892,1.5,230,0.004348,230,0.017391
calibratedSynthetic,core,pure,v21_in_rev_03,institutions,894,9,0.010067,0,0,40,0.044743,41,0.045861,0.505593,1.5,230,0.026087,230,0.104348
calibratedSynthetic,core,pure,v21_ni_rev_05,normsIdentity,891,14,0.015713,0,0,41,0.046016,47,0.05275,0.487093,1.5,230,0.03913,230,0.082609
calibratedSynthetic,core,pure,v21_pe_rev_02,politicalEconomy,897,0,0,0,0,2,0.00223,2,0.00223,0.463211,1.5,230,0.004348,230,0
calibratedSynthetic,core,pure,v21_rs_rev_04,restraint,916,0,0,129,0.14083,6,0.00655,135,0.14738,0.441048,1.5,230,0.117391,230,0.126087
calibratedSynthetic,core,pure,v21_sc_rev_02,securityCompetition,897,0,0,0,0,5,0.005574,5,0.005574,0.485507,1.5,230,0.008696,230,0.004348
calibratedSynthetic,fullExtended,blend,an_case_burdens,domesticFilters|institutions|normsIdentity|restraint|securityCompetition,3,1,0.333333,0,0,0,0,0,0,0.206667,0.32,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_case_digital_stack,institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,3,0,0,0,0,0,0,0,0,0.186667,0.28,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_case_finance,domesticFilters|institutions|politicalEconomy|restraint,3,2,0.666667,0,0,0,0,0,0,0.22,0.26,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_case_green_finance,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy,3,0,0,0,0,0,0,0,0,0.163333,0.21,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_case_intervention_memory,domesticFilters|institutions|normsIdentity|orderJustice|restraint,3,0,0,0,0,0,0,0,0,0.193333,0.28,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_case_maritime_crisis,domesticFilters|institutions|restraint|securityCompetition,3,2,0.666667,0,0,0,0,0,0,0.166667,0.28,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_case_middle_power,domesticFilters|institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,3,2,0.666667,0,0,0,0,0,0,0.18,0.27,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_case_rising_power_voice,domesticFilters|institutions|normsIdentity|politicalEconomy|securityCompetition,3,1,0.333333,0,0,0,0,0,0,0.22,0.3,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_case_sanctions_alignment,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|restraint,3,2,0.666667,0,0,0,0,0,0,0.203333,0.31,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_in3,institutions,2,1,0.5,0,0,0,0,0,0,0.035,0.04,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_in4,institutions,2,1,0.5,0,0,0,0,0,0,0.035,0.04,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_ni3,normsIdentity,2,1,0.5,0,0,0,0,0,0,0.05,0.05,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_oj3,orderJustice,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_pe3,politicalEconomy,2,0,0,0,0,0,0,0,0,0.085,0.09,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_pe4,politicalEconomy,2,0,0,0,0,0,0,0,0,0.085,0.09,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_sc3,securityCompetition,2,0,0,0,0,0,0,0,0,0.055,0.06,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_sc4,securityCompetition,2,0,0,0,0,0,0,0,0,0.055,0.06,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_tradeoff_ceasefire_settlement,domesticFilters|institutions|orderJustice|politicalEconomy|restraint,3,1,0.333333,0,0,0,0,0,0,0.196667,0.27,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_tradeoff_energy_alignment,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|restraint,3,1,0.333333,0,0,0,0,0,0,0.206667,0.33,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_tradeoff_evidence,domesticFilters|institutions|normsIdentity|restraint|securityCompetition,3,1,0.333333,0,0,1,0.333333,1,0.333333,0.193333,0.3,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_tradeoff_legitimacy,domesticFilters|institutions|normsIdentity|politicalEconomy|securityCompetition,3,2,0.666667,0,0,0,0,0,0,0.24,0.35,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_tradeoff_parallel_order,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|securityCompetition,3,3,1,0,0,1,0.333333,1,0.333333,0.266667,0.35,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_tradeoff_rival,domesticFilters|institutions|normsIdentity|securityCompetition,3,0,0,0,0,3,1,3,1,0.23,0.39,0,0,0,0
calibratedSynthetic,fullExtended,blend,an_tradeoff_tech_order,institutions|normsIdentity|orderJustice|politicalEconomy|restraint|securityCompetition,3,2,0.666667,0,0,0,0,0,0,0.226667,0.28,0,0,0,0
calibratedSynthetic,fullExtended,blend,case_protection,domesticFilters|institutions|normsIdentity|orderJustice|restraint,3,1,0.333333,0,0,0,0,0,0,0.196667,0.29,0,0,0,0
calibratedSynthetic,fullExtended,blend,case_semiconductors,institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,3,2,0.666667,0,0,0,0,0,0,0.29,0.43,0,0,0,0
calibratedSynthetic,fullExtended,blend,df1,domesticFilters,4,1,0.25,0,0,0,0,0,0,0.06,0.08,1,0,1,0
calibratedSynthetic,fullExtended,blend,df2,domesticFilters,2,1,0.5,0,0,0,0,0,0,0.08,0.08,0,0,0,0
calibratedSynthetic,fullExtended,blend,in1,institutions,2,1,0.5,0,0,0,0,0,0,0.035,0.04,0,0,0,0
calibratedSynthetic,fullExtended,blend,in2,institutions,4,2,0.5,0,0,0,0,0,0,0.04,0.07,1,0,1,0
calibratedSynthetic,fullExtended,blend,ni1,normsIdentity,2,1,0.5,0,0,0,0,0,0,0.05,0.05,0,0,0,0
calibratedSynthetic,fullExtended,blend,ni2,normsIdentity,4,1,0.25,0,0,1,0.25,1,0.25,0.06,0.1,1,0,1,1
calibratedSynthetic,fullExtended,blend,oj1,orderJustice,4,0,0,0,0,0,0,0,0,0.0575,0.1,1,0,1,0
calibratedSynthetic,fullExtended,blend,oj2,orderJustice,4,0,0,0,0,0,0,0,0,0.095,0.1,1,0,1,0
calibratedSynthetic,fullExtended,blend,pe1,politicalEconomy,2,0,0,0,0,0,0,0,0,0.085,0.09,0,0,0,0
calibratedSynthetic,fullExtended,blend,pe2,politicalEconomy,4,0,0,0,0,0,0,0,0,0.0675,0.09,1,0,1,0
calibratedSynthetic,fullExtended,blend,rs1,restraint,2,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0
calibratedSynthetic,fullExtended,blend,rs2,restraint,4,0,0,0,0,0,0,0,0,0.0325,0.04,1,0,1,0
calibratedSynthetic,fullExtended,blend,sc1,securityCompetition,2,0,0,0,0,0,0,0,0,0.055,0.06,0,0,0,0
calibratedSynthetic,fullExtended,blend,sc2,securityCompetition,4,0,0,0,0,0,0,0,0,0.0375,0.06,1,0,1,0
calibratedSynthetic,fullExtended,blend,tradeoff_alliances,domesticFilters|institutions|normsIdentity|restraint|securityCompetition,3,0,0,0,0,1,0.333333,1,0.333333,0.206667,0.36,0,0,0,0
calibratedSynthetic,fullExtended,blend,tradeoff_interdependence,domesticFilters|institutions|politicalEconomy|restraint|securityCompetition,3,2,0.666667,0,0,0,0,0,0,0.303333,0.38,0,0,0,0
calibratedSynthetic,fullExtended,blend,tradeoff_intervention,domesticFilters|institutions|normsIdentity|orderJustice|restraint,3,1,0.333333,0,0,0,0,0,0,0.216667,0.31,0,0,0,0
calibratedSynthetic,fullExtended,blend,tradeoff_strategy,domesticFilters|politicalEconomy|restraint|securityCompetition,3,1,0.333333,0,0,0,0,0,0,0.23,0.27,0,0,0,0
calibratedSynthetic,fullExtended,blend,v21_df_rev_01,domesticFilters,2,1,0.5,0,0,0,0,0,0,0.08,0.08,0,0,0,0
calibratedSynthetic,fullExtended,blend,v21_df_rev_04,domesticFilters,4,1,0.25,0,0,0,0,0,0,0.06,0.08,1,0,1,0
