ensemble,form,starting_class,item_id,dimensions,perturbation_trials,family_flips,family_flip_rate,posture_flips,posture_flip_rate,routing_flips,routing_flip_rate,full_archetype_flips,full_archetype_flip_rate,mean_dimension_l1,max_dimension_l1,omission_trials,omission_full_archetype_flip_rate,neutralisation_trials,neutralisation_full_archetype_flip_rate
canonical,fullExtended,pure,tradeoff_strategy,domesticFilters|politicalEconomy|restraint|securityCompetition,48,0,0,0,0,0,0,0,0,0.1875,0.31,0,0,0,0
canonical,fullExtended,pure,v21_df_rev_01,domesticFilters,32,0,0,0,0,0,0,0,0,0.066875,0.1,0,0,0,0
canonical,fullExtended,pure,v21_df_rev_04,domesticFilters,64,0,0,0,0,0,0,0,0,0.068281,0.16,16,0,16,0
canonical,fullExtended,pure,v21_in_rev_03,institutions,64,0,0,0,0,0,0,0,0,0.041719,0.08,16,0,16,0
canonical,fullExtended,pure,v21_ni_rev_01,normsIdentity,32,0,0,0,0,0,0,0,0,0.059375,0.08,0,0,0,0
canonical,fullExtended,pure,v21_ni_rev_05,normsIdentity,64,0,0,0,0,0,0,0,0,0.053437,0.12,16,0,16,0
canonical,fullExtended,pure,v21_oj_rev_02,orderJustice,32,0,0,0,0,0,0,0,0,0.0875,0.1,0,0,0,0
canonical,fullExtended,pure,v21_pe_rev_02,politicalEconomy,64,0,0,0,0,0,0,0,0,0.05375,0.11,16,0,16,0
canonical,fullExtended,pure,v21_rs_rev_04,restraint,64,0,0,0,0,0,0,0,0,0.05375,0.12,16,0,16,0
canonical,fullExtended,pure,v21_rs_rev_05,restraint,32,0,0,0,0,0,0,0,0,0.045,0.06,0,0,0,0
canonical,fullExtended,pure,v21_sc_rev_01,securityCompetition,32,0,0,0,0,0,0,0,0,0.0525,0.06,0,0,0,0
canonical,fullExtended,pure,v21_sc_rev_02,securityCompetition,64,0,0,0,0,0,0,0,0,0.049062,0.09,16,0,16,0
canonical,fullExtended,pure,v21_sc_rev_05,securityCompetition,32,0,0,0,0,0,0,0,0,0.0525,0.06,0,0,0,0
canonical,fullExtended,pure,val_ci_1,validation:cooperativeInternationalism,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canonical,fullExtended,pure,val_ci_2,validation:cooperativeInternationalism,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canonical,fullExtended,pure,val_ci_3,validation:cooperativeInternationalism,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canonical,fullExtended,pure,val_ci_4,validation:cooperativeInternationalism,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canonical,fullExtended,pure,val_iso_1,validation:isolationism,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canonical,fullExtended,pure,val_iso_2,validation:isolationism,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canonical,fullExtended,pure,val_iso_3,validation:isolationism,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canonical,fullExtended,pure,val_iso_4,validation:isolationism,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canonical,fullExtended,pure,val_mi_1,validation:militantInternationalism,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canonical,fullExtended,pure,val_mi_2,validation:militantInternationalism,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canonical,fullExtended,pure,val_mi_3,validation:militantInternationalism,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canonical,fullExtended,pure,val_mi_4,validation:militantInternationalism,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canonical,targeted:constructivist|criticalPoliticalEconomy,pure,an_case_green_finance,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy,48,0,0,0,0,0,0,0,0,0.683542,1.19,0,0,0,0
canonical,targeted:constructivist|criticalPoliticalEconomy,pure,an_case_middle_power,domesticFilters|institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,48,0,0,2,0.041667,1,0.020833,3,0.0625,0.683958,1.53,0,0,0,0
canonical,targeted:constructivist|criticalPoliticalEconomy,pure,an_case_sanctions_alignment,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|restraint,48,0,0,0,0,1,0.020833,1,0.020833,0.681042,1.38,0,0,0,0
canonical,targeted:constructivist|criticalPoliticalEconomy,pure,an_tradeoff_ceasefire_settlement,domesticFilters|institutions|orderJustice|politicalEconomy|restraint,48,0,0,0,0,0,0,0,0,0.707917,1.31,0,0,0,0
canonical,targeted:constructivist|criticalPoliticalEconomy,pure,an_tradeoff_energy_alignment,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|restraint,48,0,0,0,0,0,0,0,0,0.688542,1.44,0,0,0,0
canonical,targeted:constructivist|criticalPoliticalEconomy,pure,df1,domesticFilters,64,1,0.015625,0,0,2,0.03125,2,0.03125,0.19,0.47,16,0,16,0.0625
canonical,targeted:constructivist|criticalPoliticalEconomy,pure,in2,institutions,64,1,0.015625,0,0,2,0.03125,2,0.03125,0.164219,0.38,16,0,16,0.0625
canonical,targeted:constructivist|criticalPoliticalEconomy,pure,ni2,normsIdentity,64,1,0.015625,0,0,2,0.03125,2,0.03125,0.283281,0.51,16,0,16,0.0625
canonical,targeted:constructivist|criticalPoliticalEconomy,pure,oj1,orderJustice,64,0,0,0,0,0,0,0,0,0.231406,0.51,16,0,16,0
canonical,targeted:constructivist|criticalPoliticalEconomy,pure,oj2,orderJustice,64,0,0,0,0,0,0,0,0,0.2675,0.58,16,0,16,0
canonical,targeted:constructivist|criticalPoliticalEconomy,pure,pe2,politicalEconomy,64,0,0,0,0,0,0,0,0,0.146875,0.39,16,0,16,0
canonical,targeted:constructivist|criticalPoliticalEconomy,pure,rs2,restraint,64,0,0,4,0.0625,0,0,4,0.0625,0.166406,0.29,16,0.125,16,0.0625
canonical,targeted:constructivist|criticalPoliticalEconomy,pure,sc2,securityCompetition,64,0,0,0,0,0,0,0,0,0.369375,0.67,16,0,16,0
canonical,targeted:constructivist|criticalPoliticalEconomy,pure,v21_df_rev_04,domesticFilters,64,1,0.015625,0,0,2,0.03125,2,0.03125,0.19,0.47,16,0,16,0.0625
canonical,targeted:constructivist|criticalPoliticalEconomy,pure,v21_in_rev_03,institutions,64,1,0.015625,0,0,2,0.03125,2,0.03125,0.1825,0.38,16,0,16,0.0625
canonical,targeted:constructivist|criticalPoliticalEconomy,pure,v21_ni_rev_05,normsIdentity,64,1,0.015625,0,0,2,0.03125,2,0.03125,0.260469,0.51,16,0,16,0.0625
canonical,targeted:constructivist|criticalPoliticalEconomy,pure,v21_pe_rev_02,politicalEconomy,64,0,0,0,0,0,0,0,0,0.146875,0.39,16,0,16,0
canonical,targeted:constructivist|criticalPoliticalEconomy,pure,v21_rs_rev_04,restraint,64,0,0,8,0.125,0,0,8,0.125,0.185156,0.49,16,0.25,16,0.1875
canonical,targeted:constructivist|criticalPoliticalEconomy,pure,v21_sc_rev_02,securityCompetition,64,0,0,0,0,0,0,0,0,0.369375,0.67,16,0,16,0
canonical,targeted:institutionalist|constructivist,pure,an_case_digital_stack,institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,48,0,0,3,0.0625,0,0,3,0.0625,0.720417,1.25,0,0,0,0
canonical,targeted:institutionalist|constructivist,pure,an_case_intervention_memory,domesticFilters|institutions|normsIdentity|orderJustice|restraint,48,0,0,2,0.041667,0,0,2,0.041667,0.768125,1.58,0,0,0,0
canonical,targeted:institutionalist|constructivist,pure,an_tradeoff_tech_order,institutions|normsIdentity|orderJustice|politicalEconomy|restraint|securityCompetition,48,0,0,1,0.020833,0,0,1,0.020833,0.757917,1.34,0,0,0,0
canonical,targeted:institutionalist|constructivist,pure,case_semiconductors,institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,48,0,0,2,0.041667,0,0,2,0.041667,0.91375,1.65,0,0,0,0
canonical,targeted:institutionalist|constructivist,pure,df1,domesticFilters,64,0,0,0,0,0,0,0,0,0.351562,1,16,0,16,0
canonical,targeted:institutionalist|constructivist,pure,in2,institutions,64,0,0,0,0,2,0.03125,2,0.03125,0.173906,0.37,16,0.0625,16,0
canonical,targeted:institutionalist|constructivist,pure,ni2,normsIdentity,64,2,0.03125,0,0,2,0.03125,3,0.046875,0.2125,0.69,16,0,16,0.125
canonical,targeted:institutionalist|constructivist,pure,oj1,orderJustice,64,0,0,0,0,0,0,0,0,0.1925,0.41,16,0,16,0
canonical,targeted:institutionalist|constructivist,pure,oj2,orderJustice,64,0,0,0,0,0,0,0,0,0.197031,0.38,16,0,16,0
canonical,targeted:institutionalist|constructivist,pure,pe2,politicalEconomy,64,0,0,0,0,0,0,0,0,0.212031,0.46,16,0,16,0
canonical,targeted:institutionalist|constructivist,pure,rs2,restraint,64,0,0,6,0.09375,0,0,6,0.09375,0.149844,0.29,16,0.125,16,0.125
canonical,targeted:institutionalist|constructivist,pure,sc2,securityCompetition,64,0,0,0,0,0,0,0,0,0.179062,0.34,16,0,16,0
canonical,targeted:institutionalist|constructivist,pure,tradeoff_intervention,domesticFilters|institutions|normsIdentity|orderJustice|restraint,48,0,0,4,0.083333,1,0.020833,5,0.104167,0.862917,1.57,0,0,0,0
canonical,targeted:institutionalist|constructivist,pure,v21_df_rev_04,domesticFilters,64,0,0,0,0,0,0,0,0,0.351562,1,16,0,16,0
canonical,targeted:institutionalist|constructivist,pure,v21_in_rev_03,institutions,64,0,0,0,0,2,0.03125,2,0.03125,0.20375,0.52,16,0.0625,16,0
canonical,targeted:institutionalist|constructivist,pure,v21_ni_rev_05,normsIdentity,64,2,0.03125,0,0,2,0.03125,3,0.046875,0.211719,0.69,16,0,16,0.125
canonical,targeted:institutionalist|constructivist,pure,v21_pe_rev_02,politicalEconomy,64,0,0,0,0,0,0,0,0,0.212031,0.46,16,0,16,0
canonical,targeted:institutionalist|constructivist,pure,v21_rs_rev_04,restraint,64,0,0,4,0.0625,0,0,4,0.0625,0.166563,0.44,16,0.0625,16,0.0625
canonical,targeted:institutionalist|constructivist,pure,v21_sc_rev_02,securityCompetition,64,0,0,0,0,0,0,0,0,0.179062,0.34,16,0,16,0
canonical,targeted:institutionalist|criticalPoliticalEconomy,pure,an_case_rising_power_voice,domesticFilters|institutions|normsIdentity|politicalEconomy|securityCompetition,48,1,0.020833,0,0,1,0.020833,2,0.041667,0.855208,1.64,0,0,0,0
canonical,targeted:institutionalist|criticalPoliticalEconomy,pure,an_case_sanctions_alignment,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|restraint,48,0,0,0,0,0,0,0,0,0.736667,1.51,0,0,0,0
canonical,targeted:institutionalist|criticalPoliticalEconomy,pure,an_tradeoff_ceasefire_settlement,domesticFilters|institutions|orderJustice|politicalEconomy|restraint,48,0,0,0,0,0,0,0,0,0.764792,1.65,0,0,0,0
canonical,targeted:institutionalist|criticalPoliticalEconomy,pure,an_tradeoff_energy_alignment,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|restraint,48,0,0,0,0,0,0,0,0,0.755208,1.55,0,0,0,0
canonical,targeted:institutionalist|criticalPoliticalEconomy,pure,an_tradeoff_tech_order,institutions|normsIdentity|orderJustice|politicalEconomy|restraint|securityCompetition,48,0,0,1,0.020833,0,0,1,0.020833,0.797708,1.42,0,0,0,0
canonical,targeted:institutionalist|criticalPoliticalEconomy,pure,df1,domesticFilters,64,0,0,0,0,0,0,0,0,0.239219,0.46,16,0,16,0
canonical,targeted:institutionalist|criticalPoliticalEconomy,pure,in2,institutions,64,0,0,0,0,0,0,0,0,0.162813,0.46,16,0,16,0
canonical,targeted:institutionalist|criticalPoliticalEconomy,pure,ni2,normsIdentity,64,0,0,0,0,0,0,0,0,0.195781,0.52,16,0,16,0
canonical,targeted:institutionalist|criticalPoliticalEconomy,pure,oj1,orderJustice,64,0,0,0,0,0,0,0,0,0.226719,0.58,16,0,16,0
canonical,targeted:institutionalist|criticalPoliticalEconomy,pure,oj2,orderJustice,64,0,0,0,0,0,0,0,0,0.255,0.52,16,0,16,0
canonical,targeted:institutionalist|criticalPoliticalEconomy,pure,pe2,politicalEconomy,64,0,0,0,0,0,0,0,0,0.185469,0.42,16,0,16,0
canonical,targeted:institutionalist|criticalPoliticalEconomy,pure,rs2,restraint,64,0,0,3,0.046875,0,0,3,0.046875,0.178437,0.37,16,0.1875,16,0
canonical,targeted:institutionalist|criticalPoliticalEconomy,pure,sc2,securityCompetition,64,0,0,0,0,0,0,0,0,0.245313,0.45,16,0,16,0
canonical,targeted:institutionalist|criticalPoliticalEconomy,pure,v21_df_rev_04,domesticFilters,64,0,0,0,0,0,0,0,0,0.239219,0.46,16,0,16,0
canonical,targeted:institutionalist|criticalPoliticalEconomy,pure,v21_in_rev_03,institutions,64,0,0,0,0,0,0,0,0,0.183281,0.46,16,0,16,0
canonical,targeted:institutionalist|criticalPoliticalEconomy,pure,v21_ni_rev_05,normsIdentity,64,0,0,0,0,0,0,0,0,0.192969,0.52,16,0,16,0
canonical,targeted:institutionalist|criticalPoliticalEconomy,pure,v21_pe_rev_02,politicalEconomy,64,0,0,0,0,0,0,0,0,0.185469,0.42,16,0,16,0
canonical,targeted:institutionalist|criticalPoliticalEconomy,pure,v21_rs_rev_04,restraint,64,0,0,7,0.109375,0,0,7,0.109375,0.200625,0.54,16,0.25,16,0.1875
canonical,targeted:institutionalist|criticalPoliticalEconomy,pure,v21_sc_rev_02,securityCompetition,64,0,0,0,0,0,0,0,0,0.245313,0.45,16,0,16,0
canonical,targeted:realist|constructivist,pure,an_case_burdens,domesticFilters|institutions|normsIdentity|restraint|securityCompetition,48,0,0,0,0,0,0,0,0,0.830417,1.55,0,0,0,0
canonical,targeted:realist|constructivist,pure,an_case_middle_power,domesticFilters|institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,48,0,0,0,0,0,0,0,0,0.757083,1.57,0,0,0,0
canonical,targeted:realist|constructivist,pure,an_tradeoff_legitimacy,domesticFilters|institutions|normsIdentity|politicalEconomy|securityCompetition,48,0,0,0,0,2,0.041667,2,0.041667,0.74875,1.25,0,0,0,0
canonical,targeted:realist|constructivist,pure,an_tradeoff_parallel_order,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|securityCompetition,48,0,0,0,0,2,0.041667,2,0.041667,0.8575,1.44,0,0,0,0
canonical,targeted:realist|constructivist,pure,an_tradeoff_rival,domesticFilters|institutions|normsIdentity|securityCompetition,48,1,0.020833,0,0,3,0.0625,3,0.0625,0.729167,1.35,0,0,0,0
canonical,targeted:realist|constructivist,pure,df1,domesticFilters,64,0,0,0,0,0,0,0,0,0.216562,0.47,16,0,16,0
canonical,targeted:realist|constructivist,pure,in2,institutions,64,0,0,0,0,1,0.015625,1,0.015625,0.108125,0.23,16,0,16,0.0625
canonical,targeted:realist|constructivist,pure,ni2,normsIdentity,64,0,0,0,0,1,0.015625,1,0.015625,0.130938,0.26,16,0,16,0
canonical,targeted:realist|constructivist,pure,oj1,orderJustice,64,0,0,0,0,0,0,0,0,0.509375,1,16,0,16,0
canonical,targeted:realist|constructivist,pure,oj2,orderJustice,64,0,0,0,0,0,0,0,0,0.498125,1,16,0,16,0
canonical,targeted:realist|constructivist,pure,pe2,politicalEconomy,64,0,0,0,0,0,0,0,0,0.22375,0.45,16,0,16,0
canonical,targeted:realist|constructivist,pure,rs2,restraint,64,0,0,0,0,0,0,0,0,0.274062,0.58,16,0,16,0
canonical,targeted:realist|constructivist,pure,sc2,securityCompetition,64,0,0,0,0,0,0,0,0,0.217812,0.33,16,0,16,0
canonical,targeted:realist|constructivist,pure,v21_df_rev_04,domesticFilters,64,0,0,0,0,0,0,0,0,0.216562,0.47,16,0,16,0
canonical,targeted:realist|constructivist,pure,v21_in_rev_03,institutions,64,0,0,0,0,1,0.015625,1,0.015625,0.125,0.26,16,0,16,0.0625
canonical,targeted:realist|constructivist,pure,v21_ni_rev_05,normsIdentity,64,0,0,0,0,1,0.015625,1,0.015625,0.1325,0.26,16,0,16,0
canonical,targeted:realist|constructivist,pure,v21_pe_rev_02,politicalEconomy,64,0,0,0,0,0,0,0,0,0.22375,0.45,16,0,16,0
canonical,targeted:realist|constructivist,pure,v21_rs_rev_04,restraint,64,0,0,0,0,0,0,0,0,0.315625,0.69,16,0,16,0
canonical,targeted:realist|constructivist,pure,v21_sc_rev_02,securityCompetition,64,0,0,0,0,0,0,0,0,0.217812,0.33,16,0,16,0
canonical,targeted:realist|criticalPoliticalEconomy,pure,an_case_middle_power,domesticFilters|institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,48,0,0,2,0.041667,0,0,2,0.041667,0.635,1.39,0,0,0,0
canonical,targeted:realist|criticalPoliticalEconomy,pure,an_tradeoff_energy_alignment,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|restraint,48,0,0,0,0,0,0,0,0,0.880833,2.1,0,0,0,0
canonical,targeted:realist|criticalPoliticalEconomy,pure,an_tradeoff_legitimacy,domesticFilters|institutions|normsIdentity|politicalEconomy|securityCompetition,48,1,0.020833,0,0,3,0.0625,3,0.0625,0.937083,1.89,0,0,0,0
canonical,targeted:realist|criticalPoliticalEconomy,pure,df1,domesticFilters,64,0,0,0,0,0,0,0,0,0.220781,0.47,16,0,16,0
canonical,targeted:realist|criticalPoliticalEconomy,pure,in2,institutions,64,0,0,0,0,0,0,0,0,0.146406,0.41,16,0,16,0
canonical,targeted:realist|criticalPoliticalEconomy,pure,ni2,normsIdentity,64,0,0,0,0,1,0.015625,1,0.015625,0.208906,0.41,16,0,16,0.0625
canonical,targeted:realist|criticalPoliticalEconomy,pure,oj1,orderJustice,64,0,0,0,0,0,0,0,0,0.49875,1,16,0,16,0
canonical,targeted:realist|criticalPoliticalEconomy,pure,oj2,orderJustice,64,0,0,0,0,0,0,0,0,0.52125,1,16,0,16,0
canonical,targeted:realist|criticalPoliticalEconomy,pure,pe2,politicalEconomy,64,0,0,0,0,0,0,0,0,0.157656,0.4,16,0,16,0
canonical,targeted:realist|criticalPoliticalEconomy,pure,rs2,restraint,64,0,0,3,0.046875,0,0,3,0.046875,0.162813,0.32,16,0.0625,16,0.0625
canonical,targeted:realist|criticalPoliticalEconomy,pure,sc2,securityCompetition,64,0,0,0,0,0,0,0,0,0.263437,0.41,16,0,16,0
canonical,targeted:realist|criticalPoliticalEconomy,pure,tradeoff_interdependence,domesticFilters|institutions|politicalEconomy|restraint|securityCompetition,48,0,0,0,0,1,0.020833,1,0.020833,0.84125,1.56,0,0,0,0
canonical,targeted:realist|criticalPoliticalEconomy,pure,tradeoff_strategy,domesticFilters|politicalEconomy|restraint|securityCompetition,48,0,0,3,0.0625,0,0,3,0.0625,0.72125,1.34,0,0,0,0
canonical,targeted:realist|criticalPoliticalEconomy,pure,v21_df_rev_04,domesticFilters,64,0,0,0,0,0,0,0,0,0.220781,0.47,16,0,16,0
canonical,targeted:realist|criticalPoliticalEconomy,pure,v21_in_rev_03,institutions,64,0,0,0,0,0,0,0,0,0.165156,0.41,16,0,16,0
canonical,targeted:realist|criticalPoliticalEconomy,pure,v21_ni_rev_05,normsIdentity,64,0,0,0,0,1,0.015625,1,0.015625,0.205469,0.41,16,0,16,0.0625
canonical,targeted:realist|criticalPoliticalEconomy,pure,v21_pe_rev_02,politicalEconomy,64,0,0,0,0,0,0,0,0,0.157656,0.4,16,0,16,0
canonical,targeted:realist|criticalPoliticalEconomy,pure,v21_rs_rev_04,restraint,64,0,0,7,0.109375,0,0,7,0.109375,0.1775,0.37,16,0.1875,16,0.1875
canonical,targeted:realist|criticalPoliticalEconomy,pure,v21_sc_rev_02,securityCompetition,64,0,0,0,0,0,0,0,0,0.263437,0.41,16,0,16,0
canonical,targeted:realist|institutionalist,pure,an_case_digital_stack,institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,48,0,0,0,0,1,0.020833,1,0.020833,0.8225,1.52,0,0,0,0
canonical,targeted:realist|institutionalist,pure,an_case_rising_power_voice,domesticFilters|institutions|normsIdentity|politicalEconomy|securityCompetition,48,0,0,0,0,1,0.020833,1,0.020833,0.645,1.1,0,0,0,0
canonical,targeted:realist|institutionalist,pure,an_tradeoff_evidence,domesticFilters|institutions|normsIdentity|restraint|securityCompetition,48,0,0,0,0,0,0,0,0,0.7075,1.2,0,0,0,0
canonical,targeted:realist|institutionalist,pure,an_tradeoff_parallel_order,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|securityCompetition,48,0,0,0,0,0,0,0,0,0.86875,1.91,0,0,0,0
canonical,targeted:realist|institutionalist,pure,an_tradeoff_rival,domesticFilters|institutions|normsIdentity|securityCompetition,48,0,0,0,0,1,0.020833,1,0.020833,0.639583,1.21,0,0,0,0
canonical,targeted:realist|institutionalist,pure,df1,domesticFilters,64,0,0,0,0,0,0,0,0,0.2575,0.55,16,0,16,0
canonical,targeted:realist|institutionalist,pure,in2,institutions,64,0,0,0,0,0,0,0,0,0.124062,0.24,16,0,16,0
canonical,targeted:realist|institutionalist,pure,ni2,normsIdentity,64,0,0,0,0,0,0,0,0,0.125625,0.27,16,0,16,0
canonical,targeted:realist|institutionalist,pure,oj1,orderJustice,64,0,0,0,0,0,0,0,0,0.509375,1,16,0,16,0
canonical,targeted:realist|institutionalist,pure,oj2,orderJustice,64,0,0,0,0,0,0,0,0,0.498125,1,16,0,16,0
canonical,targeted:realist|institutionalist,pure,pe2,politicalEconomy,64,0,0,0,0,0,0,0,0,0.231875,0.51,16,0,16,0
canonical,targeted:realist|institutionalist,pure,rs2,restraint,64,0,0,6,0.09375,0,0,6,0.09375,0.291562,0.58,16,0.125,16,0.125
canonical,targeted:realist|institutionalist,pure,sc2,securityCompetition,64,0,0,0,0,0,0,0,0,0.143125,0.25,16,0,16,0
canonical,targeted:realist|institutionalist,pure,v21_df_rev_04,domesticFilters,64,0,0,0,0,0,0,0,0,0.2575,0.55,16,0,16,0
canonical,targeted:realist|institutionalist,pure,v21_in_rev_03,institutions,64,0,0,0,0,0,0,0,0,0.147813,0.35,16,0,16,0
canonical,targeted:realist|institutionalist,pure,v21_ni_rev_05,normsIdentity,64,0,0,0,0,0,0,0,0,0.126875,0.27,16,0,16,0
canonical,targeted:realist|institutionalist,pure,v21_pe_rev_02,politicalEconomy,64,0,0,0,0,0,0,0,0,0.231875,0.51,16,0,16,0
canonical,targeted:realist|institutionalist,pure,v21_rs_rev_04,restraint,64,0,0,10,0.15625,0,0,10,0.15625,0.325625,0.7,16,0.25,16,0.25
canonical,targeted:realist|institutionalist,pure,v21_sc_rev_02,securityCompetition,64,0,0,0,0,0,0,0,0,0.143125,0.25,16,0,16,0
responseStyleStress,core,blend,df1,domesticFilters,88,56,0.636364,0,0,9,0.102273,57,0.647727,0.789773,3,24,0.541667,24,0.666667
responseStyleStress,core,blend,in2,institutions,87,56,0.643678,0,0,25,0.287356,65,0.747126,0.770115,3,24,0.5,24,0.75
responseStyleStress,core,blend,ni2,normsIdentity,86,39,0.453488,0,0,29,0.337209,35,0.406977,0.802326,3,24,0.25,24,0.375
responseStyleStress,core,blend,oj1,orderJustice,87,32,0.367816,0,0,4,0.045977,48,0.551724,0.775862,3,24,0.333333,24,0.666667
responseStyleStress,core,blend,oj2,orderJustice,87,28,0.321839,0,0,4,0.045977,48,0.551724,0.793103,3,24,0.333333,24,0.666667
responseStyleStress,core,blend,pe2,politicalEconomy,87,55,0.632184,0,0,15,0.172414,55,0.632184,0.764368,3,24,0.416667,24,0.708333
responseStyleStress,core,blend,rs2,restraint,85,30,0.352941,14,0.164706,12,0.141176,54,0.635294,0.852941,3,24,0.375,24,0.708333
responseStyleStress,core,blend,sc2,securityCompetition,88,46,0.522727,0,0,28,0.318182,65,0.738636,0.801136,3,24,0.583333,24,0.875
responseStyleStress,core,blend,v21_df_rev_04,domesticFilters,86,50,0.581395,0,0,6,0.069767,55,0.639535,0.831395,3,24,0.416667,24,0.708333
responseStyleStress,core,blend,v21_in_rev_03,institutions,86,53,0.616279,0,0,26,0.302326,66,0.767442,0.802326,3,24,0.5,24,0.833333
responseStyleStress,core,blend,v21_ni_rev_05,normsIdentity,87,32,0.367816,0,0,29,0.333333,33,0.37931,0.787356,3,24,0.208333,24,0.333333
responseStyleStress,core,blend,v21_pe_rev_02,politicalEconomy,87,52,0.597701,0,0,16,0.183908,56,0.643678,0.764368,3,24,0.416667,24,0.75
responseStyleStress,core,blend,v21_rs_rev_04,restraint,85,34,0.4,19,0.223529,16,0.188235,61,0.717647,0.835294,3,24,0.583333,24,0.75
responseStyleStress,core,blend,v21_sc_rev_02,securityCompetition,87,35,0.402299,0,0,28,0.321839,56,0.643678,0.787356,3,24,0.416667,24,0.708333
responseStyleStress,fullExtended,blend,an_case_burdens,domesticFilters|institutions|normsIdentity|restraint|securityCompetition,18,7,0.388889,0,0,5,0.277778,9,0.5,0.195556,0.33,0,0,0,0
responseStyleStress,fullExtended,blend,an_case_digital_stack,institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,18,8,0.444444,0,0,12,0.666667,12,0.666667,0.241111,0.33,0,0,0,0
responseStyleStress,fullExtended,blend,an_case_finance,domesticFilters|institutions|politicalEconomy|restraint,18,14,0.777778,0,0,6,0.333333,6,0.333333,0.216667,0.3,0,0,0,0
responseStyleStress,fullExtended,blend,an_case_green_finance,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy,18,5,0.277778,0,0,3,0.166667,7,0.388889,0.220556,0.34,0,0,0,0
responseStyleStress,fullExtended,blend,an_case_intervention_memory,domesticFilters|institutions|normsIdentity|orderJustice|restraint,18,15,0.833333,0,0,1,0.055556,1,0.055556,0.245556,0.44,0,0,0,0
responseStyleStress,fullExtended,blend,an_case_maritime_crisis,domesticFilters|institutions|restraint|securityCompetition,18,11,0.611111,0,0,2,0.111111,8,0.444444,0.184444,0.28,0,0,0,0
responseStyleStress,fullExtended,blend,an_case_middle_power,domesticFilters|institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,18,18,1,0,0,7,0.388889,9,0.5,0.180556,0.24,0,0,0,0
responseStyleStress,fullExtended,blend,an_case_rising_power_voice,domesticFilters|institutions|normsIdentity|politicalEconomy|securityCompetition,18,10,0.555556,0,0,12,0.666667,14,0.777778,0.252778,0.35,0,0,0,0
responseStyleStress,fullExtended,blend,an_case_sanctions_alignment,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|restraint,18,6,0.333333,0,0,3,0.166667,3,0.166667,0.226111,0.41,0,0,0,0
responseStyleStress,fullExtended,blend,an_in3,institutions,8,3,0.375,0,0,0,0,0,0,0.04375,0.05,0,0,0,0
responseStyleStress,fullExtended,blend,an_in4,institutions,9,4,0.444444,0,0,0,0,0,0,0.043333,0.05,0,0,0,0
responseStyleStress,fullExtended,blend,an_ni3,normsIdentity,9,3,0.333333,0,0,0,0,0,0,0.068889,0.08,0,0,0,0
responseStyleStress,fullExtended,blend,an_oj3,orderJustice,9,6,0.666667,0,0,0,0,0,0,0.09,0.1,0,0,0,0
responseStyleStress,fullExtended,blend,an_pe3,politicalEconomy,8,2,0.25,0,0,0,0,0,0,0.06625,0.07,0,0,0,0
responseStyleStress,fullExtended,blend,an_pe4,politicalEconomy,10,6,0.6,0,0,0,0,0,0,0.063,0.07,0,0,0,0
responseStyleStress,fullExtended,blend,an_sc3,securityCompetition,9,3,0.333333,0,0,0,0,0,0,0.052222,0.06,0,0,0,0
responseStyleStress,fullExtended,blend,an_sc4,securityCompetition,8,4,0.5,0,0,0,0,0,0,0.05125,0.06,0,0,0,0
responseStyleStress,fullExtended,blend,an_tradeoff_ceasefire_settlement,domesticFilters|institutions|orderJustice|politicalEconomy|restraint,18,3,0.166667,0,0,1,0.055556,5,0.277778,0.223333,0.42,0,0,0,0
