ensemble,form,perturbation_scope,transition_type,from,to,changed,count,share_within_ensemble_form_scope_type
boundaryFocused,core,answer,family,constructivist,constructivist,false,343,0.103469
boundaryFocused,core,answer,family,constructivist,criticalPoliticalEconomy,true,172,0.051885
boundaryFocused,core,answer,family,constructivist,institutionalist,true,24,0.00724
boundaryFocused,core,answer,family,constructivist,realist,true,36,0.01086
boundaryFocused,core,answer,family,criticalPoliticalEconomy,constructivist,true,27,0.008145
boundaryFocused,core,answer,family,criticalPoliticalEconomy,criticalPoliticalEconomy,false,481,0.145098
boundaryFocused,core,answer,family,criticalPoliticalEconomy,institutionalist,true,17,0.005128
boundaryFocused,core,answer,family,criticalPoliticalEconomy,realist,true,93,0.028054
boundaryFocused,core,answer,family,institutionalist,constructivist,true,77,0.023228
boundaryFocused,core,answer,family,institutionalist,criticalPoliticalEconomy,true,136,0.041026
boundaryFocused,core,answer,family,institutionalist,institutionalist,false,351,0.105882
boundaryFocused,core,answer,family,institutionalist,realist,true,17,0.005128
boundaryFocused,core,answer,family,realist,constructivist,true,126,0.038009
boundaryFocused,core,answer,family,realist,criticalPoliticalEconomy,true,183,0.055204
boundaryFocused,core,answer,family,realist,institutionalist,true,138,0.041629
boundaryFocused,core,answer,family,realist,realist,false,1094,0.330015
boundaryFocused,core,answer,full-archetype,M/S-,M-,true,24,0.00724
boundaryFocused,core,answer,full-archetype,M/S-,M/S-,false,122,0.036802
boundaryFocused,core,answer,full-archetype,M/S-,M/S+,true,9,0.002715
boundaryFocused,core,answer,full-archetype,M/S-,P-,true,3,0.000905
boundaryFocused,core,answer,full-archetype,M/S-,P/M-,true,1,0.000302
boundaryFocused,core,answer,full-archetype,M/S-,P/M+,true,1,0.000302
boundaryFocused,core,answer,full-archetype,M/S-,P/R-,true,1,0.000302
boundaryFocused,core,answer,full-archetype,M/S-,P/S-,true,11,0.003318
boundaryFocused,core,answer,full-archetype,M/S-,R-,true,1,0.000302
boundaryFocused,core,answer,full-archetype,M/S-,R/M-,true,11,0.003318
boundaryFocused,core,answer,full-archetype,M/S-,R/S-,true,8,0.002413
boundaryFocused,core,answer,full-archetype,M/S-,S-,true,15,0.004525
boundaryFocused,core,answer,full-archetype,M/S+,M/S-,true,4,0.001207
boundaryFocused,core,answer,full-archetype,M/S+,M/S+,false,122,0.036802
boundaryFocused,core,answer,full-archetype,M/S+,M+,true,24,0.00724
boundaryFocused,core,answer,full-archetype,M/S+,P/M+,true,13,0.003922
boundaryFocused,core,answer,full-archetype,M/S+,P/S+,true,16,0.004827
boundaryFocused,core,answer,full-archetype,M/S+,P+,true,2,0.000603
boundaryFocused,core,answer,full-archetype,M/S+,R/M+,true,10,0.003017
boundaryFocused,core,answer,full-archetype,M/S+,R/S+,true,8,0.002413
boundaryFocused,core,answer,full-archetype,M/S+,S+,true,16,0.004827
boundaryFocused,core,answer,full-archetype,M+,M+,false,57,0.017195
boundaryFocused,core,answer,full-archetype,M+,R/M-,true,2,0.000603
boundaryFocused,core,answer,full-archetype,M+,R/M+,true,39,0.011765
boundaryFocused,core,answer,full-archetype,M+,R+,true,6,0.00181
boundaryFocused,core,answer,full-archetype,P/M-,M-,true,18,0.00543
boundaryFocused,core,answer,full-archetype,P/M-,P-,true,17,0.005128
boundaryFocused,core,answer,full-archetype,P/M-,P/M-,false,64,0.019306
boundaryFocused,core,answer,full-archetype,P/M-,P/M+,true,4,0.001207
boundaryFocused,core,answer,full-archetype,P/M+,M-,true,1,0.000302
boundaryFocused,core,answer,full-archetype,P/M+,M+,true,23,0.006938
boundaryFocused,core,answer,full-archetype,P/M+,P/M-,true,2,0.000603
boundaryFocused,core,answer,full-archetype,P/M+,P/M+,false,88,0.026546
boundaryFocused,core,answer,full-archetype,P/M+,P/R+,true,1,0.000302
boundaryFocused,core,answer,full-archetype,P/M+,P/S+,true,1,0.000302
boundaryFocused,core,answer,full-archetype,P/M+,P+,true,28,0.008446
boundaryFocused,core,answer,full-archetype,P/M+,R/M+,true,7,0.002112
boundaryFocused,core,answer,full-archetype,P/M+,R/S+,true,1,0.000302
boundaryFocused,core,answer,full-archetype,P/M+,R+,true,2,0.000603
boundaryFocused,core,answer,full-archetype,P/R-,P-,true,31,0.009351
boundaryFocused,core,answer,full-archetype,P/R-,P/R-,false,124,0.037406
boundaryFocused,core,answer,full-archetype,P/R-,P/R+,true,4,0.001207
boundaryFocused,core,answer,full-archetype,P/R-,P/S-,true,4,0.001207
boundaryFocused,core,answer,full-archetype,P/R-,P+,true,6,0.00181
boundaryFocused,core,answer,full-archetype,P/R-,R-,true,38,0.011463
boundaryFocused,core,answer,full-archetype,P/R-,R/M-,true,1,0.000302
boundaryFocused,core,answer,full-archetype,P/R+,P/R-,true,1,0.000302
boundaryFocused,core,answer,full-archetype,P/R+,P/R+,false,30,0.00905
boundaryFocused,core,answer,full-archetype,P/R+,P/S+,true,1,0.000302
boundaryFocused,core,answer,full-archetype,P/R+,P+,true,10,0.003017
boundaryFocused,core,answer,full-archetype,P/R+,R-,true,2,0.000603
boundaryFocused,core,answer,full-archetype,P/R+,R/S+,true,2,0.000603
boundaryFocused,core,answer,full-archetype,P/R+,R+,true,5,0.001508
boundaryFocused,core,answer,full-archetype,P/S-,M/S-,true,1,0.000302
boundaryFocused,core,answer,full-archetype,P/S-,P-,true,5,0.001508
boundaryFocused,core,answer,full-archetype,P/S-,P/R-,true,1,0.000302
boundaryFocused,core,answer,full-archetype,P/S-,P/S-,false,37,0.011161
boundaryFocused,core,answer,full-archetype,P/S-,P/S+,true,2,0.000603
boundaryFocused,core,answer,full-archetype,P/S-,R-,true,1,0.000302
boundaryFocused,core,answer,full-archetype,P/S-,R/S-,true,1,0.000302
boundaryFocused,core,answer,full-archetype,P/S-,S-,true,4,0.001207
boundaryFocused,core,answer,full-archetype,P/S+,M/S+,true,15,0.004525
boundaryFocused,core,answer,full-archetype,P/S+,M+,true,5,0.001508
boundaryFocused,core,answer,full-archetype,P/S+,P/M+,true,14,0.004223
boundaryFocused,core,answer,full-archetype,P/S+,P/R+,true,1,0.000302
boundaryFocused,core,answer,full-archetype,P/S+,P/S-,true,8,0.002413
boundaryFocused,core,answer,full-archetype,P/S+,P/S+,false,252,0.076018
boundaryFocused,core,answer,full-archetype,P/S+,P+,true,54,0.01629
boundaryFocused,core,answer,full-archetype,P/S+,R+,true,1,0.000302
boundaryFocused,core,answer,full-archetype,P/S+,S-,true,3,0.000905
boundaryFocused,core,answer,full-archetype,P/S+,S+,true,55,0.016591
boundaryFocused,core,answer,full-archetype,P+,M/S+,true,1,0.000302
boundaryFocused,core,answer,full-archetype,P+,M+,true,12,0.00362
boundaryFocused,core,answer,full-archetype,P+,P-,true,31,0.009351
boundaryFocused,core,answer,full-archetype,P+,P/M+,true,30,0.00905
boundaryFocused,core,answer,full-archetype,P+,P/R-,true,1,0.000302
boundaryFocused,core,answer,full-archetype,P+,P/R+,true,21,0.006335
boundaryFocused,core,answer,full-archetype,P+,P/S-,true,4,0.001207
boundaryFocused,core,answer,full-archetype,P+,P/S+,true,85,0.025641
boundaryFocused,core,answer,full-archetype,P+,P+,false,512,0.154449
boundaryFocused,core,answer,full-archetype,P+,R/M+,true,1,0.000302
boundaryFocused,core,answer,full-archetype,P+,R/S+,true,1,0.000302
boundaryFocused,core,answer,full-archetype,P+,R+,true,5,0.001508
boundaryFocused,core,answer,full-archetype,P+,S+,true,9,0.002715
boundaryFocused,core,answer,full-archetype,R-,M-,true,3,0.000905
boundaryFocused,core,answer,full-archetype,R-,M/S-,true,1,0.000302
boundaryFocused,core,answer,full-archetype,R-,P/R-,true,4,0.001207
boundaryFocused,core,answer,full-archetype,R-,P/S-,true,1,0.000302
boundaryFocused,core,answer,full-archetype,R-,R-,false,22,0.006637
boundaryFocused,core,answer,full-archetype,R-,R/M-,true,19,0.005732
boundaryFocused,core,answer,full-archetype,R-,R/S-,true,1,0.000302
boundaryFocused,core,answer,full-archetype,R-,S-,true,1,0.000302
boundaryFocused,core,answer,full-archetype,R/M-,M-,true,15,0.004525
boundaryFocused,core,answer,full-archetype,R/M-,R-,true,15,0.004525
boundaryFocused,core,answer,full-archetype,R/M-,R/M-,false,70,0.021116
boundaryFocused,core,answer,full-archetype,R/M-,R/M+,true,4,0.001207
boundaryFocused,core,answer,full-archetype,R/S-,M-,true,5,0.001508
boundaryFocused,core,answer,full-archetype,R/S-,M/S-,true,9,0.002715
boundaryFocused,core,answer,full-archetype,R/S-,M/S+,true,4,0.001207
boundaryFocused,core,answer,full-archetype,R/S-,P-,true,2,0.000603
boundaryFocused,core,answer,full-archetype,R/S-,P/M-,true,2,0.000603
boundaryFocused,core,answer,full-archetype,R/S-,P/S-,true,2,0.000603
boundaryFocused,core,answer,full-archetype,R/S-,P/S+,true,2,0.000603
boundaryFocused,core,answer,full-archetype,R/S-,R-,true,9,0.002715
boundaryFocused,core,answer,full-archetype,R/S-,R/M-,true,23,0.006938
boundaryFocused,core,answer,full-archetype,R/S-,R/S-,false,90,0.027149
boundaryFocused,core,answer,full-archetype,R/S-,R/S+,true,4,0.001207
boundaryFocused,core,answer,full-archetype,R/S-,S-,true,7,0.002112
boundaryFocused,core,answer,full-archetype,R/S+,M/S+,true,1,0.000302
boundaryFocused,core,answer,full-archetype,R/S+,M+,true,1,0.000302
boundaryFocused,core,answer,full-archetype,R/S+,P/R+,true,4,0.001207
boundaryFocused,core,answer,full-archetype,R/S+,P/S+,true,4,0.001207
boundaryFocused,core,answer,full-archetype,R/S+,P+,true,2,0.000603
boundaryFocused,core,answer,full-archetype,R/S+,R/S+,false,121,0.036501
boundaryFocused,core,answer,full-archetype,R/S+,R+,true,12,0.00362
boundaryFocused,core,answer,full-archetype,R/S+,S+,true,14,0.004223
boundaryFocused,core,answer,full-archetype,R+,M+,true,1,0.000302
boundaryFocused,core,answer,full-archetype,R+,P/R+,true,1,0.000302
boundaryFocused,core,answer,full-archetype,R+,R-,true,8,0.002413
boundaryFocused,core,answer,full-archetype,R+,R/M+,true,28,0.008446
boundaryFocused,core,answer,full-archetype,R+,R/S+,true,17,0.005128
boundaryFocused,core,answer,full-archetype,R+,R+,false,49,0.014781
boundaryFocused,core,answer,full-archetype,R+,S+,true,3,0.000905
boundaryFocused,core,answer,full-archetype,S-,M-,true,2,0.000603
boundaryFocused,core,answer,full-archetype,S-,M/S-,true,6,0.00181
boundaryFocused,core,answer,full-archetype,S-,P-,true,4,0.001207
boundaryFocused,core,answer,full-archetype,S-,P/M-,true,1,0.000302
boundaryFocused,core,answer,full-archetype,S-,P/R-,true,2,0.000603
boundaryFocused,core,answer,full-archetype,S-,P/S-,true,59,0.017798
boundaryFocused,core,answer,full-archetype,S-,P/S+,true,6,0.00181
boundaryFocused,core,answer,full-archetype,S-,R/S-,true,6,0.00181
boundaryFocused,core,answer,full-archetype,S-,S-,false,71,0.021418
boundaryFocused,core,answer,full-archetype,S+,M/S+,true,46,0.013876
boundaryFocused,core,answer,full-archetype,S+,M+,true,2,0.000603
boundaryFocused,core,answer,full-archetype,S+,P/M+,true,2,0.000603
boundaryFocused,core,answer,full-archetype,S+,P/R+,true,1,0.000302
boundaryFocused,core,answer,full-archetype,S+,P/S+,true,52,0.015686
boundaryFocused,core,answer,full-archetype,S+,P+,true,8,0.002413
boundaryFocused,core,answer,full-archetype,S+,R/M+,true,1,0.000302
boundaryFocused,core,answer,full-archetype,S+,R/S-,true,5,0.001508
boundaryFocused,core,answer,full-archetype,S+,R/S+,true,35,0.010558
boundaryFocused,core,answer,full-archetype,S+,R+,true,7,0.002112
boundaryFocused,core,answer,full-archetype,S+,S-,true,6,0.00181
boundaryFocused,core,answer,full-archetype,S+,S+,false,197,0.059427
boundaryFocused,core,answer,posture,-,-,false,996,0.300452
boundaryFocused,core,answer,posture,-,+,true,46,0.013876
boundaryFocused,core,answer,posture,+,-,true,78,0.023529
boundaryFocused,core,answer,posture,+,+,false,2195,0.662142
boundaryFocused,core,answer,routing,blend,blend,false,1344,0.40543
boundaryFocused,core,answer,routing,blend,pure,true,476,0.14359
boundaryFocused,core,answer,routing,pure,blend,true,479,0.144495
boundaryFocused,core,answer,routing,pure,pure,false,1016,0.306486
boundaryFocused,core,posture-dimension,family,constructivist,constructivist,false,22,0.171875
boundaryFocused,core,posture-dimension,family,criticalPoliticalEconomy,criticalPoliticalEconomy,false,24,0.1875
boundaryFocused,core,posture-dimension,family,institutionalist,criticalPoliticalEconomy,true,3,0.023438
boundaryFocused,core,posture-dimension,family,institutionalist,institutionalist,false,19,0.148438
boundaryFocused,core,posture-dimension,family,realist,criticalPoliticalEconomy,true,1,0.007813
boundaryFocused,core,posture-dimension,family,realist,institutionalist,true,2,0.015625
boundaryFocused,core,posture-dimension,family,realist,realist,false,57,0.445313
boundaryFocused,core,posture-dimension,full-archetype,M/S-,M/S-,false,8,0.0625
boundaryFocused,core,posture-dimension,full-archetype,M/S+,M/S-,true,1,0.007813
boundaryFocused,core,posture-dimension,full-archetype,M/S+,M/S+,false,7,0.054688
boundaryFocused,core,posture-dimension,full-archetype,M+,M+,false,4,0.03125
boundaryFocused,core,posture-dimension,full-archetype,P/M-,P/M-,false,4,0.03125
boundaryFocused,core,posture-dimension,full-archetype,P/M+,P/M-,true,1,0.007813
boundaryFocused,core,posture-dimension,full-archetype,P/M+,P/M+,false,5,0.039063
boundaryFocused,core,posture-dimension,full-archetype,P/R-,P/R-,false,8,0.0625
boundaryFocused,core,posture-dimension,full-archetype,P/R+,P/R-,true,1,0.007813
boundaryFocused,core,posture-dimension,full-archetype,P/R+,P/R+,false,1,0.007813
boundaryFocused,core,posture-dimension,full-archetype,P/S-,P/S-,false,2,0.015625
boundaryFocused,core,posture-dimension,full-archetype,P/S+,P/S-,true,2,0.015625
boundaryFocused,core,posture-dimension,full-archetype,P/S+,P/S+,false,14,0.109375
boundaryFocused,core,posture-dimension,full-archetype,P+,P-,true,10,0.078125
boundaryFocused,core,posture-dimension,full-archetype,P+,P/M+,true,1,0.007813
boundaryFocused,core,posture-dimension,full-archetype,P+,P/S+,true,1,0.007813
boundaryFocused,core,posture-dimension,full-archetype,P+,P+,false,16,0.125
boundaryFocused,core,posture-dimension,full-archetype,R-,R-,false,2,0.015625
boundaryFocused,core,posture-dimension,full-archetype,R/M-,R/M-,false,4,0.03125
boundaryFocused,core,posture-dimension,full-archetype,R/S-,R/S-,false,6,0.046875
boundaryFocused,core,posture-dimension,full-archetype,R/S+,R/S+,false,6,0.046875
boundaryFocused,core,posture-dimension,full-archetype,R+,R-,true,2,0.015625
boundaryFocused,core,posture-dimension,full-archetype,R+,R+,false,2,0.015625
boundaryFocused,core,posture-dimension,full-archetype,S-,P/S-,true,2,0.015625
boundaryFocused,core,posture-dimension,full-archetype,S-,S-,false,4,0.03125
boundaryFocused,core,posture-dimension,full-archetype,S+,S-,true,3,0.023438
boundaryFocused,core,posture-dimension,full-archetype,S+,S+,false,11,0.085938
boundaryFocused,core,posture-dimension,posture,-,-,false,40,0.3125
boundaryFocused,core,posture-dimension,posture,+,-,true,20,0.15625
boundaryFocused,core,posture-dimension,posture,+,+,false,68,0.53125
boundaryFocused,core,posture-dimension,routing,blend,blend,false,70,0.546875
boundaryFocused,core,posture-dimension,routing,pure,blend,true,4,0.03125
boundaryFocused,core,posture-dimension,routing,pure,pure,false,54,0.421875
boundaryFocused,fullExtended,answer,family,constructivist,constructivist,false,916,0.082709
boundaryFocused,fullExtended,answer,family,constructivist,criticalPoliticalEconomy,true,172,0.01553
boundaryFocused,fullExtended,answer,family,constructivist,institutionalist,true,229,0.020677
boundaryFocused,fullExtended,answer,family,constructivist,realist,true,82,0.007404
boundaryFocused,fullExtended,answer,family,criticalPoliticalEconomy,constructivist,true,64,0.005779
boundaryFocused,fullExtended,answer,family,criticalPoliticalEconomy,criticalPoliticalEconomy,false,1393,0.125779
boundaryFocused,fullExtended,answer,family,criticalPoliticalEconomy,institutionalist,true,72,0.006501
boundaryFocused,fullExtended,answer,family,criticalPoliticalEconomy,realist,true,36,0.003251
boundaryFocused,fullExtended,answer,family,institutionalist,constructivist,true,684,0.061761
boundaryFocused,fullExtended,answer,family,institutionalist,criticalPoliticalEconomy,true,23,0.002077
boundaryFocused,fullExtended,answer,family,institutionalist,institutionalist,false,1596,0.144108
boundaryFocused,fullExtended,answer,family,institutionalist,realist,true,114,0.010293
boundaryFocused,fullExtended,answer,family,realist,constructivist,true,418,0.037743
boundaryFocused,fullExtended,answer,family,realist,criticalPoliticalEconomy,true,430,0.038826
boundaryFocused,fullExtended,answer,family,realist,institutionalist,true,396,0.035756
boundaryFocused,fullExtended,answer,family,realist,realist,false,4450,0.401806
boundaryFocused,fullExtended,answer,full-archetype,M/S-,M-,true,14,0.001264
boundaryFocused,fullExtended,answer,full-archetype,M/S-,M/S-,false,227,0.020497
boundaryFocused,fullExtended,answer,full-archetype,M/S-,M/S+,true,17,0.001535
boundaryFocused,fullExtended,answer,full-archetype,M/S-,M+,true,1,0.00009
boundaryFocused,fullExtended,answer,full-archetype,M/S-,R-,true,5,0.000451
boundaryFocused,fullExtended,answer,full-archetype,M/S-,R/M-,true,33,0.00298
boundaryFocused,fullExtended,answer,full-archetype,M/S-,R/S-,true,20,0.001806
boundaryFocused,fullExtended,answer,full-archetype,M/S-,S-,true,28,0.002528
boundaryFocused,fullExtended,answer,full-archetype,M/S-,S+,true,4,0.000361
boundaryFocused,fullExtended,answer,full-archetype,M/S+,M/S+,false,145,0.013093
boundaryFocused,fullExtended,answer,full-archetype,M/S+,M+,true,11,0.000993
boundaryFocused,fullExtended,answer,full-archetype,M/S+,P/S+,true,5,0.000451
boundaryFocused,fullExtended,answer,full-archetype,M/S+,R/M+,true,8,0.000722
boundaryFocused,fullExtended,answer,full-archetype,M/S+,R/S+,true,1,0.00009
boundaryFocused,fullExtended,answer,full-archetype,M/S+,S+,true,10,0.000903
boundaryFocused,fullExtended,answer,full-archetype,M+,M+,false,332,0.029977
boundaryFocused,fullExtended,answer,full-archetype,M+,P/M+,true,12,0.001084
boundaryFocused,fullExtended,answer,full-archetype,M+,P+,true,2,0.000181
boundaryFocused,fullExtended,answer,full-archetype,P-,M-,true,7,0.000632
boundaryFocused,fullExtended,answer,full-archetype,P-,P-,false,483,0.043612
boundaryFocused,fullExtended,answer,full-archetype,P-,P/M-,true,60,0.005418
boundaryFocused,fullExtended,answer,full-archetype,P-,P/R-,true,272,0.02456
boundaryFocused,fullExtended,answer,full-archetype,P-,P/S-,true,11,0.000993
boundaryFocused,fullExtended,answer,full-archetype,P-,P+,true,4,0.000361
boundaryFocused,fullExtended,answer,full-archetype,P-,R-,true,26,0.002348
boundaryFocused,fullExtended,answer,full-archetype,P-,R/M-,true,2,0.000181
boundaryFocused,fullExtended,answer,full-archetype,P/M-,M-,true,57,0.005147
boundaryFocused,fullExtended,answer,full-archetype,P/M-,M/S-,true,25,0.002257
boundaryFocused,fullExtended,answer,full-archetype,P/M-,M/S+,true,1,0.00009
boundaryFocused,fullExtended,answer,full-archetype,P/M-,P-,true,58,0.005237
boundaryFocused,fullExtended,answer,full-archetype,P/M-,P/M-,false,477,0.04307
boundaryFocused,fullExtended,answer,full-archetype,P/M-,P/M+,true,14,0.001264
boundaryFocused,fullExtended,answer,full-archetype,P/M-,P/R-,true,1,0.00009
boundaryFocused,fullExtended,answer,full-archetype,P/M-,P/S-,true,41,0.003702
boundaryFocused,fullExtended,answer,full-archetype,P/M-,P/S+,true,3,0.000271
boundaryFocused,fullExtended,answer,full-archetype,P/M-,P+,true,9,0.000813
boundaryFocused,fullExtended,answer,full-archetype,P/M-,R/M-,true,9,0.000813
boundaryFocused,fullExtended,answer,full-archetype,P/M-,S-,true,2,0.000181
boundaryFocused,fullExtended,answer,full-archetype,P/M+,M-,true,1,0.00009
boundaryFocused,fullExtended,answer,full-archetype,P/M+,M+,true,34,0.00307
boundaryFocused,fullExtended,answer,full-archetype,P/M+,P/M+,false,269,0.024289
boundaryFocused,fullExtended,answer,full-archetype,P/M+,P+,true,36,0.003251
boundaryFocused,fullExtended,answer,full-archetype,P/R-,M-,true,2,0.000181
boundaryFocused,fullExtended,answer,full-archetype,P/R-,P-,true,69,0.00623
boundaryFocused,fullExtended,answer,full-archetype,P/R-,P/M-,true,2,0.000181
boundaryFocused,fullExtended,answer,full-archetype,P/R-,P/R-,false,531,0.047946
boundaryFocused,fullExtended,answer,full-archetype,P/R-,P/R+,true,6,0.000542
boundaryFocused,fullExtended,answer,full-archetype,P/R-,P/S-,true,9,0.000813
boundaryFocused,fullExtended,answer,full-archetype,P/R-,P+,true,4,0.000361
boundaryFocused,fullExtended,answer,full-archetype,P/R-,R-,true,59,0.005327
boundaryFocused,fullExtended,answer,full-archetype,P/R-,R/M-,true,2,0.000181
boundaryFocused,fullExtended,answer,full-archetype,P/R-,R/S-,true,4,0.000361
boundaryFocused,fullExtended,answer,full-archetype,P/R+,P/R-,true,19,0.001716
boundaryFocused,fullExtended,answer,full-archetype,P/R+,P/R+,false,120,0.010835
boundaryFocused,fullExtended,answer,full-archetype,P/R+,P+,true,20,0.001806
boundaryFocused,fullExtended,answer,full-archetype,P/R+,R-,true,6,0.000542
boundaryFocused,fullExtended,answer,full-archetype,P/R+,R+,true,12,0.001084
boundaryFocused,fullExtended,answer,full-archetype,P/S-,M-,true,2,0.000181
boundaryFocused,fullExtended,answer,full-archetype,P/S-,M/S-,true,6,0.000542
boundaryFocused,fullExtended,answer,full-archetype,P/S-,P-,true,50,0.004515
boundaryFocused,fullExtended,answer,full-archetype,P/S-,P/M-,true,4,0.000361
boundaryFocused,fullExtended,answer,full-archetype,P/S-,P/R-,true,9,0.000813
boundaryFocused,fullExtended,answer,full-archetype,P/S-,P/S-,false,700,0.063205
boundaryFocused,fullExtended,answer,full-archetype,P/S-,P/S+,true,17,0.001535
boundaryFocused,fullExtended,answer,full-archetype,P/S-,P+,true,6,0.000542
boundaryFocused,fullExtended,answer,full-archetype,P/S-,R-,true,1,0.00009
boundaryFocused,fullExtended,answer,full-archetype,P/S-,R/M-,true,4,0.000361
boundaryFocused,fullExtended,answer,full-archetype,P/S-,R/S-,true,7,0.000632
boundaryFocused,fullExtended,answer,full-archetype,P/S-,S-,true,61,0.005508
boundaryFocused,fullExtended,answer,full-archetype,P/S-,S+,true,1,0.00009
boundaryFocused,fullExtended,answer,full-archetype,P/S+,P/S+,false,113,0.010203
boundaryFocused,fullExtended,answer,full-archetype,P/S+,P+,true,7,0.000632
boundaryFocused,fullExtended,answer,full-archetype,P/S+,S+,true,55,0.004966
boundaryFocused,fullExtended,answer,full-archetype,P+,M/S-,true,2,0.000181
boundaryFocused,fullExtended,answer,full-archetype,P+,M/S+,true,9,0.000813
boundaryFocused,fullExtended,answer,full-archetype,P+,M+,true,9,0.000813
boundaryFocused,fullExtended,answer,full-archetype,P+,P-,true,7,0.000632
boundaryFocused,fullExtended,answer,full-archetype,P+,P/M+,true,41,0.003702
boundaryFocused,fullExtended,answer,full-archetype,P+,P/R-,true,5,0.000451
boundaryFocused,fullExtended,answer,full-archetype,P+,P/R+,true,61,0.005508
boundaryFocused,fullExtended,answer,full-archetype,P+,P/S-,true,16,0.001445
boundaryFocused,fullExtended,answer,full-archetype,P+,P/S+,true,173,0.015621
boundaryFocused,fullExtended,answer,full-archetype,P+,P+,false,2069,0.186817
boundaryFocused,fullExtended,answer,full-archetype,P+,R-,true,2,0.000181
boundaryFocused,fullExtended,answer,full-archetype,P+,R+,true,13,0.001174
boundaryFocused,fullExtended,answer,full-archetype,R-,M-,true,1,0.00009
boundaryFocused,fullExtended,answer,full-archetype,R-,M/S-,true,3,0.000271
boundaryFocused,fullExtended,answer,full-archetype,R-,P/R-,true,1,0.00009
boundaryFocused,fullExtended,answer,full-archetype,R-,P/S+,true,3,0.000271
boundaryFocused,fullExtended,answer,full-archetype,R-,R-,false,178,0.016072
boundaryFocused,fullExtended,answer,full-archetype,R-,R/M-,true,90,0.008126
boundaryFocused,fullExtended,answer,full-archetype,R-,R/M+,true,4,0.000361
boundaryFocused,fullExtended,answer,full-archetype,R-,R/S-,true,48,0.004334
boundaryFocused,fullExtended,answer,full-archetype,R-,R/S+,true,10,0.000903
boundaryFocused,fullExtended,answer,full-archetype,R-,R+,true,7,0.000632
boundaryFocused,fullExtended,answer,full-archetype,R-,S-,true,1,0.00009
boundaryFocused,fullExtended,answer,full-archetype,R-,S+,true,1,0.00009
boundaryFocused,fullExtended,answer,full-archetype,R/M-,M-,true,74,0.006682
boundaryFocused,fullExtended,answer,full-archetype,R/M-,M/S-,true,28,0.002528
boundaryFocused,fullExtended,answer,full-archetype,R/M-,P-,true,3,0.000271
boundaryFocused,fullExtended,answer,full-archetype,R/M-,P/M-,true,7,0.000632
boundaryFocused,fullExtended,answer,full-archetype,R/M-,P/R-,true,3,0.000271
boundaryFocused,fullExtended,answer,full-archetype,R/M-,R-,true,89,0.008036
boundaryFocused,fullExtended,answer,full-archetype,R/M-,R/M-,false,1478,0.133454
boundaryFocused,fullExtended,answer,full-archetype,R/M-,R/M+,true,14,0.001264
boundaryFocused,fullExtended,answer,full-archetype,R/M-,R/S-,true,29,0.002619
boundaryFocused,fullExtended,answer,full-archetype,R/M-,S-,true,4,0.000361
boundaryFocused,fullExtended,answer,full-archetype,R/M-,S+,true,1,0.00009
boundaryFocused,fullExtended,answer,full-archetype,R/M+,M/S+,true,3,0.000271
boundaryFocused,fullExtended,answer,full-archetype,R/M+,M+,true,13,0.001174
boundaryFocused,fullExtended,answer,full-archetype,R/M+,P/M+,true,19,0.001716
boundaryFocused,fullExtended,answer,full-archetype,R/M+,P/R+,true,20,0.001806
boundaryFocused,fullExtended,answer,full-archetype,R/M+,P/S+,true,4,0.000361
boundaryFocused,fullExtended,answer,full-archetype,R/M+,P+,true,4,0.000361
boundaryFocused,fullExtended,answer,full-archetype,R/M+,R/M-,true,7,0.000632
boundaryFocused,fullExtended,answer,full-archetype,R/M+,R/M+,false,422,0.038104
boundaryFocused,fullExtended,answer,full-archetype,R/M+,R/S+,true,1,0.00009
boundaryFocused,fullExtended,answer,full-archetype,R/M+,R+,true,22,0.001986
boundaryFocused,fullExtended,answer,full-archetype,R+,M/S+,true,1,0.00009
boundaryFocused,fullExtended,answer,full-archetype,R+,M+,true,3,0.000271
boundaryFocused,fullExtended,answer,full-archetype,R+,P/R+,true,6,0.000542
boundaryFocused,fullExtended,answer,full-archetype,R+,R/M+,true,57,0.005147
boundaryFocused,fullExtended,answer,full-archetype,R+,R/S+,true,2,0.000181
boundaryFocused,fullExtended,answer,full-archetype,R+,R+,false,105,0.009481
boundaryFocused,fullExtended,answer,full-archetype,S-,M/S-,true,1,0.00009
boundaryFocused,fullExtended,answer,full-archetype,S-,P/S-,true,11,0.000993
boundaryFocused,fullExtended,answer,full-archetype,S-,P/S+,true,2,0.000181
boundaryFocused,fullExtended,answer,full-archetype,S-,R-,true,13,0.001174
boundaryFocused,fullExtended,answer,full-archetype,S-,R/S-,true,208,0.018781
boundaryFocused,fullExtended,answer,full-archetype,S-,S-,false,287,0.025914
boundaryFocused,fullExtended,answer,full-archetype,S+,M/S-,true,1,0.00009
boundaryFocused,fullExtended,answer,full-archetype,S+,M/S+,true,38,0.003431
boundaryFocused,fullExtended,answer,full-archetype,S+,M+,true,2,0.000181
boundaryFocused,fullExtended,answer,full-archetype,S+,P/M+,true,1,0.00009
boundaryFocused,fullExtended,answer,full-archetype,S+,P/S+,true,79,0.007133
boundaryFocused,fullExtended,answer,full-archetype,S+,S+,false,574,0.051828
boundaryFocused,fullExtended,answer,posture,-,-,false,5937,0.536072
boundaryFocused,fullExtended,answer,posture,-,+,true,129,0.011648
boundaryFocused,fullExtended,answer,posture,+,-,true,66,0.005959
