ensemble,form,perturbation_scope,transition_type,from,to,changed,count,share_within_ensemble_form_scope_type
boundaryFocused,targeted:institutionalist|constructivist,answer,full-archetype,S+,R+,true,1,0.000232
boundaryFocused,targeted:institutionalist|constructivist,answer,full-archetype,S+,S-,true,1,0.000232
boundaryFocused,targeted:institutionalist|constructivist,answer,full-archetype,S+,S+,false,91,0.021128
boundaryFocused,targeted:institutionalist|constructivist,answer,posture,-,-,false,2147,0.498491
boundaryFocused,targeted:institutionalist|constructivist,answer,posture,-,+,true,61,0.014163
boundaryFocused,targeted:institutionalist|constructivist,answer,posture,+,-,true,48,0.011145
boundaryFocused,targeted:institutionalist|constructivist,answer,posture,+,+,false,2051,0.476202
boundaryFocused,targeted:institutionalist|constructivist,answer,routing,blend,blend,false,1332,0.309264
boundaryFocused,targeted:institutionalist|constructivist,answer,routing,blend,pure,true,1295,0.300673
boundaryFocused,targeted:institutionalist|constructivist,answer,routing,pure,blend,true,311,0.072208
boundaryFocused,targeted:institutionalist|constructivist,answer,routing,pure,pure,false,1369,0.317855
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,family,constructivist,constructivist,false,54,0.421875
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,family,constructivist,institutionalist,true,2,0.015625
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,family,criticalPoliticalEconomy,criticalPoliticalEconomy,false,14,0.109375
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,family,institutionalist,criticalPoliticalEconomy,true,1,0.007813
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,family,institutionalist,institutionalist,false,37,0.289063
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,family,realist,realist,false,20,0.15625
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,full-archetype,M-,M-,false,12,0.09375
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,full-archetype,M/S-,M/S-,false,2,0.015625
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,full-archetype,M/S+,M/S-,true,1,0.007813
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,full-archetype,M/S+,M/S+,false,2,0.015625
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,full-archetype,M/S+,S+,true,1,0.007813
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,full-archetype,M+,M+,false,10,0.078125
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,full-archetype,P-,P-,false,1,0.007813
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,full-archetype,P-,P/M-,true,1,0.007813
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,full-archetype,P/M-,M-,true,1,0.007813
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,full-archetype,P/M-,P/M-,false,3,0.023438
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,full-archetype,P/R+,P/R+,false,4,0.03125
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,full-archetype,P/S-,P/S-,false,4,0.03125
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,full-archetype,P/S+,P/S+,false,2,0.015625
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,full-archetype,P+,P+,false,10,0.078125
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,full-archetype,R/M-,R/M-,false,34,0.265625
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,full-archetype,R/M+,M/S+,true,1,0.007813
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,full-archetype,R/M+,M+,true,1,0.007813
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,full-archetype,R/M+,R/M+,false,14,0.109375
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,full-archetype,R/S-,R/S-,false,8,0.0625
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,full-archetype,R+,R+,false,12,0.09375
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,full-archetype,S+,S+,false,4,0.03125
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,posture,-,-,false,66,0.515625
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,posture,+,-,true,1,0.007813
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,posture,+,+,false,61,0.476563
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,routing,blend,blend,false,75,0.585938
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,routing,blend,pure,true,3,0.023438
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,routing,pure,blend,true,1,0.007813
boundaryFocused,targeted:institutionalist|constructivist,posture-dimension,routing,pure,pure,false,49,0.382813
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,family,constructivist,constructivist,false,168,0.039006
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,family,constructivist,criticalPoliticalEconomy,true,63,0.014627
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,family,constructivist,institutionalist,true,36,0.008358
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,family,criticalPoliticalEconomy,constructivist,true,49,0.011377
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,family,criticalPoliticalEconomy,criticalPoliticalEconomy,false,695,0.161365
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,family,criticalPoliticalEconomy,institutionalist,true,260,0.060367
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,family,criticalPoliticalEconomy,realist,true,68,0.015788
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,family,institutionalist,constructivist,true,103,0.023915
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,family,institutionalist,criticalPoliticalEconomy,true,426,0.098909
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,family,institutionalist,institutionalist,false,1267,0.294172
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,family,institutionalist,realist,true,88,0.020432
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,family,realist,constructivist,true,30,0.006965
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,family,realist,criticalPoliticalEconomy,true,204,0.047365
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,family,realist,institutionalist,true,181,0.042025
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,family,realist,realist,false,669,0.155329
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M/S-,M-,true,30,0.006965
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M/S-,M/S-,false,68,0.015788
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M/S-,R-,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M/S-,R/M-,true,5,0.001161
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M/S-,R/S-,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M/S-,S-,true,31,0.007198
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M+,M-,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M+,M/S+,true,5,0.001161
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M+,M+,false,51,0.011841
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M+,R/M+,true,5,0.001161
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M+,R/S+,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M+,R+,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,M+,S+,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P-,P-,false,36,0.008358
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P-,P/R-,true,2,0.000464
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P-,P/S-,true,19,0.004411
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P-,R/M-,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P-,R/S-,true,2,0.000464
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P-,S-,true,9,0.00209
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R-,M-,true,2,0.000464
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R-,P-,true,62,0.014395
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R-,P/R-,false,74,0.017181
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R-,P/R+,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R-,P/S-,true,12,0.002786
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R-,R-,true,34,0.007894
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R-,R/M-,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R-,R/S-,true,14,0.003251
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R-,S-,true,3,0.000697
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R+,M+,true,2,0.000464
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R+,P/M+,true,4,0.000929
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R+,P/R+,false,66,0.015324
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R+,P/S+,true,13,0.003018
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R+,P+,true,51,0.011841
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R+,R-,true,5,0.001161
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R+,R/M+,true,3,0.000697
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R+,R/S-,true,2,0.000464
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R+,R/S+,true,18,0.004179
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R+,R+,true,29,0.006733
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R+,S-,true,3,0.000697
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/R+,S+,true,4,0.000929
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S-,P-,true,30,0.006965
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S-,P/R-,true,15,0.003483
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S-,P/S-,false,47,0.010912
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S-,P+,true,3,0.000697
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S-,R-,true,7,0.001625
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S-,R/S-,true,17,0.003947
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S-,S-,true,15,0.003483
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S+,P/R+,true,16,0.003715
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S+,P/S-,true,3,0.000697
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S+,P/S+,false,110,0.02554
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S+,P+,true,61,0.014163
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S+,R/M+,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S+,R/S-,true,3,0.000697
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S+,R/S+,true,15,0.003483
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S+,R+,true,10,0.002322
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S+,S-,true,5,0.001161
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P/S+,S+,true,47,0.010912
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,M/S+,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,M+,true,12,0.002786
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,P/M-,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,P/M+,true,17,0.003947
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,P/R+,true,34,0.007894
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,P/S-,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,P/S+,true,24,0.005572
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,P+,false,223,0.051776
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,R/M+,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,R/S+,true,3,0.000697
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,R+,true,14,0.003251
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,P+,S+,true,9,0.00209
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,M-,true,4,0.000929
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,P-,true,8,0.001857
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,P/R-,true,22,0.005108
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,P/R+,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,P/S-,true,2,0.000464
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,R-,false,128,0.029719
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,R/M-,true,28,0.006501
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,R/S-,true,56,0.013002
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,R/S+,true,3,0.000697
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,R+,true,2,0.000464
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R-,S-,true,18,0.004179
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M-,M-,true,33,0.007662
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M-,M/S-,true,6,0.001393
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M-,P-,true,2,0.000464
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M-,P/R-,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M-,R-,true,37,0.008591
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M-,R/M-,false,105,0.024379
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M-,R/M+,true,6,0.001393
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M-,R/S-,true,2,0.000464
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M-,S-,true,5,0.001161
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,M/S+,true,5,0.001161
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,M+,true,4,0.000929
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,P/M+,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,P/S+,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,R-,true,2,0.000464
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,R/M+,false,28,0.006501
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,R/S+,true,14,0.003251
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,R+,true,8,0.001857
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/M+,S+,true,4,0.000929
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S-,M-,true,2,0.000464
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S-,M/S-,true,13,0.003018
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S-,P-,true,18,0.004179
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S-,P/M-,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S-,P/R-,true,31,0.007198
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S-,P/R+,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S-,P/S-,true,18,0.004179
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S-,P/S+,true,2,0.000464
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S-,P+,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S-,R-,true,189,0.043882
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S-,R/M-,true,13,0.003018
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S-,R/S-,false,474,0.110053
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S-,R/S+,true,7,0.001625
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S-,R+,true,3,0.000697
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S-,S-,true,170,0.039471
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S-,S+,true,5,0.001161
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S+,M/S+,true,9,0.00209
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S+,M+,true,10,0.002322
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S+,P/R+,true,3,0.000697
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S+,P/S+,true,11,0.002554
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S+,P+,true,5,0.001161
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S+,R-,true,5,0.001161
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S+,R/M+,true,18,0.004179
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S+,R/S-,true,16,0.003715
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S+,R/S+,false,262,0.060831
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S+,R+,true,108,0.025075
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S+,S-,true,4,0.000929
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R/S+,S+,true,87,0.0202
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R+,M/S+,true,2,0.000464
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R+,M+,true,6,0.001393
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R+,P/R+,true,9,0.00209
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R+,P/S+,true,3,0.000697
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R+,P+,true,7,0.001625
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R+,R-,true,2,0.000464
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R+,R/M+,true,4,0.000929
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R+,R/S+,true,18,0.004179
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R+,R+,false,346,0.080334
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,R+,S+,true,5,0.001161
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,M-,true,12,0.002786
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,M/S-,true,30,0.006965
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,M/S+,true,6,0.001393
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,M+,true,2,0.000464
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,P-,true,9,0.00209
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,P/S-,true,22,0.005108
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,R-,true,9,0.00209
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,R/M-,true,6,0.001393
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,R/M+,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,R/S-,true,31,0.007198
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,S-,false,133,0.03088
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S-,S+,true,3,0.000697
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S+,M/S+,true,4,0.000929
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S+,P/S+,true,2,0.000464
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S+,P+,true,1,0.000232
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S+,R/S+,true,21,0.004876
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S+,R+,true,6,0.001393
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S+,S-,true,2,0.000464
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,full-archetype,S+,S+,false,165,0.03831
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,posture,-,-,false,2176,0.505224
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,posture,-,+,true,47,0.010912
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,posture,+,-,true,55,0.01277
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,posture,+,+,false,2029,0.471094
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,routing,blend,blend,false,1557,0.361505
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,routing,blend,pure,true,1137,0.263989
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,routing,pure,blend,true,388,0.090086
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,answer,routing,pure,pure,false,1225,0.284421
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,family,constructivist,constructivist,false,7,0.054688
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,family,constructivist,institutionalist,true,1,0.007813
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,family,criticalPoliticalEconomy,criticalPoliticalEconomy,false,32,0.25
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,family,institutionalist,criticalPoliticalEconomy,true,2,0.015625
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,family,institutionalist,institutionalist,false,54,0.421875
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,family,realist,institutionalist,true,2,0.015625
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,family,realist,realist,false,30,0.234375
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,M/S-,M/S-,false,4,0.03125
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,M+,M+,false,2,0.015625
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,P-,P-,false,1,0.007813
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,P-,P/S-,true,1,0.007813
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,P/R-,P-,true,1,0.007813
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,P/R-,P/R-,false,5,0.039063
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,P/R+,P/R+,false,6,0.046875
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,P/S-,P/S-,false,4,0.03125
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,P/S+,P/S+,false,8,0.0625
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,P+,P+,false,10,0.078125
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,R-,R-,false,8,0.0625
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,R/M-,R/M-,false,6,0.046875
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,R/M+,R/M+,false,2,0.015625
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,R/S-,R/S-,false,27,0.210938
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,R/S-,S-,true,1,0.007813
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,R/S+,R/S+,false,16,0.125
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-dimension,full-archetype,R+,R+,false,12,0.09375
