ensemble,form,analysis,metric,bin,lower_distance,upper_distance,base_vectors,perturbation_trials,flips,flip_rate,mean_distance,midpoint_reachable,minimum_midpoint_distance,below_midpoint_share,at_midpoint_share,above_midpoint_share,median_restraint
uniform,targeted:constructivist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,86,5764,329,0.057078,1.503488,,,,,,
uniform,targeted:constructivist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,stableModeration,,,57,3845,1188,0.308973,0.420702,,,,,,
uniform,targeted:constructivist|criticalPoliticalEconomy,posture-midpoint-location,restraint-score-distribution,all,3.1,5.8,160,0,0,0,0.704,false,0.029999999999999805,0.1,0,0.9,4.64
uniform,targeted:institutionalist|constructivist,distance-quintile,posture-flip,q1,0,0.25,31,2067,62,0.029995,0.113871,,,,,,
uniform,targeted:institutionalist|constructivist,distance-quintile,posture-flip,q2,0.25,0.426,33,2206,218,0.098821,0.328788,,,,,,
uniform,targeted:institutionalist|constructivist,distance-quintile,posture-flip,q3,0.426,0.692,32,2153,165,0.076637,0.5525,,,,,,
uniform,targeted:institutionalist|constructivist,distance-quintile,posture-flip,q4,0.692,0.982,32,2156,10,0.004638,0.864375,,,,,,
uniform,targeted:institutionalist|constructivist,distance-quintile,posture-flip,q5,0.982,1.73,32,2131,0,0,1.192187,,,,,,
uniform,targeted:institutionalist|constructivist,distance-quintile,primary-family-flip,q1,0.07,0.366,32,2141,595,0.277908,0.210313,,,,,,
uniform,targeted:institutionalist|constructivist,distance-quintile,primary-family-flip,q2,0.366,0.7,30,2022,229,0.113254,0.517333,,,,,,
uniform,targeted:institutionalist|constructivist,distance-quintile,primary-family-flip,q3,0.7,1.224,34,2290,91,0.039738,0.933529,,,,,,
uniform,targeted:institutionalist|constructivist,distance-quintile,primary-family-flip,q4,1.224,1.626,32,2142,29,0.013539,1.39,,,,,,
uniform,targeted:institutionalist|constructivist,distance-quintile,primary-family-flip,q5,1.626,4.15,32,2118,9,0.004249,2.321875,,,,,,
uniform,targeted:institutionalist|constructivist,distance-quintile,pure-blend-transition,q1,0,0.206,32,2141,796,0.371789,0.075938,,,,,,
uniform,targeted:institutionalist|constructivist,distance-quintile,pure-blend-transition,q2,0.206,0.54,30,2022,226,0.111771,0.357333,,,,,,
uniform,targeted:institutionalist|constructivist,distance-quintile,pure-blend-transition,q3,0.54,1.064,34,2290,105,0.045852,0.773529,,,,,,
uniform,targeted:institutionalist|constructivist,distance-quintile,pure-blend-transition,q4,1.064,1.466,32,2142,21,0.009804,1.23,,,,,,
uniform,targeted:institutionalist|constructivist,distance-quintile,pure-blend-transition,q5,1.466,3.99,32,2118,7,0.003305,2.161875,,,,,,
uniform,targeted:institutionalist|constructivist,placement-claim-band,full-archetype-flip,lowDifferentiation,,,11,735,455,0.619048,0.122727,,,,,,
uniform,targeted:institutionalist|constructivist,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,104,6955,520,0.074766,1.485385,,,,,,
uniform,targeted:institutionalist|constructivist,placement-claim-band,full-archetype-flip,stableModeration,,,45,3023,1008,0.333444,0.376444,,,,,,
uniform,targeted:institutionalist|constructivist,posture-midpoint-location,restraint-score-distribution,all,3.08,5.73,160,0,0,0,0.611688,true,0,0.1125,0.00625,0.88125,4.529999999999999
uniform,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,posture-flip,q1,0.01,0.298,32,2132,30,0.014071,0.154688,,,,,,
uniform,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,posture-flip,q2,0.298,0.546,32,2151,163,0.075779,0.418125,,,,,,
uniform,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,posture-flip,q3,0.546,0.83,30,2013,173,0.085941,0.687667,,,,,,
uniform,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,posture-flip,q4,0.83,1.17,33,2225,24,0.010787,0.962424,,,,,,
uniform,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,posture-flip,q5,1.17,2.1,33,2209,0,0,1.469697,,,,,,
uniform,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q1,0.01,0.378,32,2154,678,0.314763,0.167813,,,,,,
uniform,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q2,0.378,0.606,32,2149,256,0.119125,0.483125,,,,,,
uniform,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q3,0.606,1.194,32,2158,103,0.047729,0.894687,,,,,,
uniform,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q4,1.194,1.882,32,2136,46,0.021536,1.456875,,,,,,
uniform,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q5,1.882,5.04,32,2133,2,0.000938,2.785937,,,,,,
uniform,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q1,0,0.18,32,2155,835,0.387471,0.092812,,,,,,
uniform,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q2,0.18,0.386,32,2148,418,0.1946,0.2675,,,,,,
uniform,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q3,0.386,0.974,32,2158,110,0.050973,0.674688,,,,,,
uniform,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q4,0.974,1.662,32,2136,41,0.019195,1.236875,,,,,,
uniform,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q5,1.662,4.82,32,2133,1,0.000469,2.565937,,,,,,
uniform,targeted:institutionalist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,lowDifferentiation,,,19,1283,674,0.525331,0.094211,,,,,,
uniform,targeted:institutionalist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,83,5546,355,0.06401,1.869639,,,,,,
uniform,targeted:institutionalist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,stableModeration,,,58,3901,1100,0.281979,0.487241,,,,,,
uniform,targeted:institutionalist|criticalPoliticalEconomy,posture-midpoint-location,restraint-score-distribution,all,3.47,6.1,160,0,0,0,0.745125,false,0.009999999999999787,0.1,0,0.9,4.7
uniform,targeted:realist|constructivist,distance-quintile,posture-flip,q1,0.01,0.346,32,2140,174,0.081308,0.171562,,,,,,
uniform,targeted:realist|constructivist,distance-quintile,posture-flip,q2,0.346,0.6,32,2146,65,0.030289,0.474062,,,,,,
uniform,targeted:realist|constructivist,distance-quintile,posture-flip,q3,0.6,0.904,32,2155,20,0.009281,0.714688,,,,,,
uniform,targeted:realist|constructivist,distance-quintile,posture-flip,q4,0.904,1.262,32,2143,0,0,1.053125,,,,,,
uniform,targeted:realist|constructivist,distance-quintile,posture-flip,q5,1.262,2.72,32,2133,0,0,1.69125,,,,,,
uniform,targeted:realist|constructivist,distance-quintile,primary-family-flip,q1,0.01,0.298,32,2159,678,0.314034,0.156562,,,,,,
uniform,targeted:realist|constructivist,distance-quintile,primary-family-flip,q2,0.298,0.682,32,2151,370,0.172013,0.465937,,,,,,
uniform,targeted:realist|constructivist,distance-quintile,primary-family-flip,q3,0.682,1.26,31,2059,117,0.056824,0.954839,,,,,,
uniform,targeted:realist|constructivist,distance-quintile,primary-family-flip,q4,1.26,1.802,33,2215,47,0.021219,1.521212,,,,,,
uniform,targeted:realist|constructivist,distance-quintile,primary-family-flip,q5,1.802,4.75,32,2133,7,0.003282,2.523125,,,,,,
uniform,targeted:realist|constructivist,distance-quintile,pure-blend-transition,q1,0,0.14,31,2077,855,0.411651,0.071935,,,,,,
uniform,targeted:realist|constructivist,distance-quintile,pure-blend-transition,q2,0.14,0.34,30,2027,557,0.27479,0.228333,,,,,,
uniform,targeted:realist|constructivist,distance-quintile,pure-blend-transition,q3,0.34,0.91,34,2265,231,0.101987,0.581471,,,,,,
uniform,targeted:realist|constructivist,distance-quintile,pure-blend-transition,q4,0.91,1.452,33,2215,63,0.028442,1.171212,,,,,,
uniform,targeted:realist|constructivist,distance-quintile,pure-blend-transition,q5,1.452,4.4,32,2133,8,0.003751,2.173125,,,,,,
uniform,targeted:realist|constructivist,placement-claim-band,full-archetype-flip,lowDifferentiation,,,31,2099,938,0.446879,0.170645,,,,,,
uniform,targeted:realist|constructivist,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,69,4614,204,0.044213,1.968696,,,,,,
uniform,targeted:realist|constructivist,placement-claim-band,full-archetype-flip,stableModeration,,,60,4004,1188,0.296703,0.6555,,,,,,
uniform,targeted:realist|constructivist,posture-midpoint-location,restraint-score-distribution,all,2.31,6.72,160,0,0,0,0.820937,false,0.009999999999999787,0.3,0,0.7,4.6
uniform,targeted:realist|criticalPoliticalEconomy,distance-quintile,posture-flip,q1,0,0.22,30,2022,137,0.067755,0.127667,,,,,,
uniform,targeted:realist|criticalPoliticalEconomy,distance-quintile,posture-flip,q2,0.22,0.45,30,2011,171,0.085032,0.317667,,,,,,
uniform,targeted:realist|criticalPoliticalEconomy,distance-quintile,posture-flip,q3,0.45,0.66,35,2360,66,0.027966,0.526857,,,,,,
uniform,targeted:realist|criticalPoliticalEconomy,distance-quintile,posture-flip,q4,0.66,0.982,33,2220,9,0.004054,0.807273,,,,,,
uniform,targeted:realist|criticalPoliticalEconomy,distance-quintile,posture-flip,q5,0.982,1.63,32,2145,0,0,1.21875,,,,,,
uniform,targeted:realist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q1,0,0.286,32,2155,717,0.332715,0.144688,,,,,,
uniform,targeted:realist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q2,0.286,0.672,32,2154,284,0.131848,0.475313,,,,,,
uniform,targeted:realist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q3,0.672,1.184,32,2156,89,0.04128,0.925937,,,,,,
uniform,targeted:realist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q4,1.184,1.802,32,2152,28,0.013011,1.45,,,,,,
uniform,targeted:realist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q5,1.802,4.09,32,2141,4,0.001868,2.512188,,,,,,
uniform,targeted:realist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q1,0.01,0.16,31,2085,838,0.401918,0.071613,,,,,,
uniform,targeted:realist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q2,0.16,0.462,33,2224,529,0.23786,0.275152,,,,,,
uniform,targeted:realist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q3,0.462,0.974,32,2156,104,0.048237,0.715938,,,,,,
uniform,targeted:realist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q4,0.974,1.592,32,2152,35,0.016264,1.24,,,,,,
uniform,targeted:realist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q5,1.592,3.88,32,2141,7,0.00327,2.302188,,,,,,
uniform,targeted:realist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,lowDifferentiation,,,20,1344,759,0.564732,0.091,,,,,,
uniform,targeted:realist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,86,5783,361,0.062424,1.73407,,,,,,
uniform,targeted:realist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,stableModeration,,,54,3631,1044,0.287524,0.468704,,,,,,
uniform,targeted:realist|criticalPoliticalEconomy,posture-midpoint-location,restraint-score-distribution,all,3.2,5.63,160,0,0,0,0.609,true,0,0.1625,0.00625,0.83125,4.51
uniform,targeted:realist|institutionalist,distance-quintile,posture-flip,q1,0.02,0.268,32,2151,177,0.082287,0.14125,,,,,,
uniform,targeted:realist|institutionalist,distance-quintile,posture-flip,q2,0.268,0.51,29,1937,39,0.020134,0.406897,,,,,,
uniform,targeted:realist|institutionalist,distance-quintile,posture-flip,q3,0.51,0.804,35,2357,36,0.015274,0.636,,,,,,
uniform,targeted:realist|institutionalist,distance-quintile,posture-flip,q4,0.804,1.176,32,2152,0,0,0.96875,,,,,,
uniform,targeted:realist|institutionalist,distance-quintile,posture-flip,q5,1.176,2,32,2139,0,0,1.535,,,,,,
uniform,targeted:realist|institutionalist,distance-quintile,primary-family-flip,q1,0.01,0.286,32,2136,758,0.354869,0.139688,,,,,,
uniform,targeted:realist|institutionalist,distance-quintile,primary-family-flip,q2,0.286,0.536,32,2160,408,0.188889,0.40375,,,,,,
uniform,targeted:realist|institutionalist,distance-quintile,primary-family-flip,q3,0.536,1.01,30,2019,184,0.091134,0.731,,,,,,
uniform,targeted:realist|institutionalist,distance-quintile,primary-family-flip,q4,1.01,1.906,34,2279,59,0.025889,1.383235,,,,,,
uniform,targeted:realist|institutionalist,distance-quintile,primary-family-flip,q5,1.906,4.75,32,2142,7,0.003268,2.549687,,,,,,
uniform,targeted:realist|institutionalist,distance-quintile,pure-blend-transition,q1,0,0.13,32,2143,917,0.427905,0.068125,,,,,,
uniform,targeted:realist|institutionalist,distance-quintile,pure-blend-transition,q2,0.13,0.27,29,1955,590,0.30179,0.186552,,,,,,
uniform,targeted:realist|institutionalist,distance-quintile,pure-blend-transition,q3,0.27,0.72,35,2348,361,0.153748,0.443714,,,,,,
uniform,targeted:realist|institutionalist,distance-quintile,pure-blend-transition,q4,0.72,1.616,32,2148,87,0.040503,1.116563,,,,,,
uniform,targeted:realist|institutionalist,distance-quintile,pure-blend-transition,q5,1.616,4.46,32,2142,12,0.005602,2.259688,,,,,,
uniform,targeted:realist|institutionalist,placement-claim-band,full-archetype-flip,lowDifferentiation,,,30,2003,997,0.497753,0.142667,,,,,,
uniform,targeted:realist|institutionalist,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,57,3816,183,0.047956,2.089123,,,,,,
uniform,targeted:realist|institutionalist,placement-claim-band,full-archetype-flip,stableModeration,,,73,4917,1408,0.286353,0.610685,,,,,,
uniform,targeted:realist|institutionalist,posture-midpoint-location,restraint-score-distribution,all,2.3,6,160,0,0,0,0.741875,false,0.019999999999999574,0.3375,0,0.6625,4.4
