ensemble,form,analysis,metric,bin,lower_distance,upper_distance,base_vectors,perturbation_trials,flips,flip_rate,mean_distance,midpoint_reachable,minimum_midpoint_distance,below_midpoint_share,at_midpoint_share,above_midpoint_share,median_restraint
calibratedSynthetic,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q1,0.1,1.692,24,1687,60,0.035566,1.105,,,,,,
calibratedSynthetic,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q2,1.692,2.194,24,1673,0,0,1.94,,,,,,
calibratedSynthetic,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q3,2.194,3.068,24,1679,0,0,2.565,,,,,,
calibratedSynthetic,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q4,3.068,3.71,24,1675,0,0,3.396667,,,,,,
calibratedSynthetic,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q5,3.71,5.24,24,1679,0,0,4.327083,,,,,,
calibratedSynthetic,targeted:constructivist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,lowDifferentiation,,,1,71,16,0.225352,0.09,,,,,,
calibratedSynthetic,targeted:constructivist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,117,8180,101,0.012347,2.920684,,,,,,
calibratedSynthetic,targeted:constructivist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,stableModeration,,,2,142,41,0.288732,0.24,,,,,,
calibratedSynthetic,targeted:constructivist|criticalPoliticalEconomy,posture-midpoint-location,restraint-score-distribution,all,3.33,5.75,120,0,0,0,0.900917,false,0.020000000000000018,0.208333,0,0.791667,4.915
calibratedSynthetic,targeted:institutionalist|constructivist,distance-quintile,posture-flip,q1,0.02,0.388,24,1682,117,0.06956,0.227083,,,,,,
calibratedSynthetic,targeted:institutionalist|constructivist,distance-quintile,posture-flip,q2,0.388,0.622,24,1671,65,0.038899,0.513333,,,,,,
calibratedSynthetic,targeted:institutionalist|constructivist,distance-quintile,posture-flip,q3,0.622,1.052,24,1682,6,0.003567,0.875,,,,,,
calibratedSynthetic,targeted:institutionalist|constructivist,distance-quintile,posture-flip,q4,1.052,1.304,24,1684,0,0,1.211667,,,,,,
calibratedSynthetic,targeted:institutionalist|constructivist,distance-quintile,posture-flip,q5,1.304,1.61,24,1676,0,0,1.432083,,,,,,
calibratedSynthetic,targeted:institutionalist|constructivist,distance-quintile,primary-family-flip,q1,0.17,1.282,24,1690,34,0.020118,0.808333,,,,,,
calibratedSynthetic,targeted:institutionalist|constructivist,distance-quintile,primary-family-flip,q2,1.282,1.954,24,1680,2,0.00119,1.625833,,,,,,
calibratedSynthetic,targeted:institutionalist|constructivist,distance-quintile,primary-family-flip,q3,1.954,3.414,24,1685,0,0,2.76375,,,,,,
calibratedSynthetic,targeted:institutionalist|constructivist,distance-quintile,primary-family-flip,q4,3.414,4.22,23,1604,0,0,3.752174,,,,,,
calibratedSynthetic,targeted:institutionalist|constructivist,distance-quintile,primary-family-flip,q5,4.22,6.2,25,1736,0,0,4.9708,,,,,,
calibratedSynthetic,targeted:institutionalist|constructivist,distance-quintile,pure-blend-transition,q1,0.01,1.122,24,1690,62,0.036686,0.648333,,,,,,
calibratedSynthetic,targeted:institutionalist|constructivist,distance-quintile,pure-blend-transition,q2,1.122,1.794,24,1680,2,0.00119,1.465833,,,,,,
calibratedSynthetic,targeted:institutionalist|constructivist,distance-quintile,pure-blend-transition,q3,1.794,3.254,24,1685,0,0,2.60375,,,,,,
calibratedSynthetic,targeted:institutionalist|constructivist,distance-quintile,pure-blend-transition,q4,3.254,4.06,23,1604,0,0,3.592174,,,,,,
calibratedSynthetic,targeted:institutionalist|constructivist,distance-quintile,pure-blend-transition,q5,4.06,6.04,25,1736,0,0,4.8108,,,,,,
calibratedSynthetic,targeted:institutionalist|constructivist,placement-claim-band,full-archetype-flip,lowDifferentiation,,,0,0,0,0,0,,,,,,
calibratedSynthetic,targeted:institutionalist|constructivist,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,116,8111,208,0.025644,2.879655,,,,,,
calibratedSynthetic,targeted:institutionalist|constructivist,placement-claim-band,full-archetype-flip,stableModeration,,,4,284,57,0.200704,0.32,,,,,,
calibratedSynthetic,targeted:institutionalist|constructivist,posture-midpoint-location,restraint-score-distribution,all,3.19,5.61,120,0,0,0,0.851833,false,0.020000000000000018,0.208333,0,0.791667,4.91
calibratedSynthetic,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,posture-flip,q1,0.02,0.374,24,1683,3,0.001783,0.205833,,,,,,
calibratedSynthetic,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,posture-flip,q2,0.374,0.908,24,1668,67,0.040168,0.64375,,,,,,
calibratedSynthetic,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,posture-flip,q3,0.908,1.12,21,1461,8,0.005476,1.005238,,,,,,
calibratedSynthetic,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,posture-flip,q4,1.12,1.324,27,1889,0,0,1.188889,,,,,,
calibratedSynthetic,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,posture-flip,q5,1.324,1.9,24,1679,0,0,1.515,,,,,,
calibratedSynthetic,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q1,0.18,1.796,24,1688,17,0.010071,1.300417,,,,,,
calibratedSynthetic,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q2,1.796,2.762,24,1676,0,0,2.210417,,,,,,
calibratedSynthetic,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q3,2.762,3.408,24,1675,0,0,3.08375,,,,,,
calibratedSynthetic,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q4,3.408,4.546,24,1668,0,0,3.86625,,,,,,
calibratedSynthetic,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q5,4.546,6.95,24,1673,0,0,5.608333,,,,,,
calibratedSynthetic,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q1,0.04,1.576,24,1688,44,0.026066,1.08375,,,,,,
calibratedSynthetic,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q2,1.576,2.542,24,1676,0,0,1.990417,,,,,,
calibratedSynthetic,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q3,2.542,3.188,24,1675,0,0,2.86375,,,,,,
calibratedSynthetic,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q4,3.188,4.326,24,1668,0,0,3.64625,,,,,,
calibratedSynthetic,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q5,4.326,6.73,24,1673,0,0,5.388333,,,,,,
calibratedSynthetic,targeted:institutionalist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,lowDifferentiation,,,0,0,0,0,0,,,,,,
calibratedSynthetic,targeted:institutionalist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,118,8240,89,0.010801,3.262542,,,,,,
calibratedSynthetic,targeted:institutionalist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,stableModeration,,,2,140,35,0.25,0.34,,,,,,
calibratedSynthetic,targeted:institutionalist|criticalPoliticalEconomy,posture-midpoint-location,restraint-score-distribution,all,3.33,5.9,120,0,0,0,0.916333,false,0.019999999999999574,0.175,0,0.825,5.015
calibratedSynthetic,targeted:realist|constructivist,distance-quintile,posture-flip,q1,0,0.46,24,1686,73,0.043298,0.275833,,,,,,
calibratedSynthetic,targeted:realist|constructivist,distance-quintile,posture-flip,q2,0.46,0.762,24,1678,9,0.005364,0.599583,,,,,,
calibratedSynthetic,targeted:realist|constructivist,distance-quintile,posture-flip,q3,0.762,1.032,24,1682,0,0,0.887917,,,,,,
calibratedSynthetic,targeted:realist|constructivist,distance-quintile,posture-flip,q4,1.032,1.19,24,1677,0,0,1.131667,,,,,,
calibratedSynthetic,targeted:realist|constructivist,distance-quintile,posture-flip,q5,1.19,2.22,24,1685,0,0,1.495417,,,,,,
calibratedSynthetic,targeted:realist|constructivist,distance-quintile,primary-family-flip,q1,0.29,1.664,24,1687,13,0.007706,1.168333,,,,,,
calibratedSynthetic,targeted:realist|constructivist,distance-quintile,primary-family-flip,q2,1.664,2.208,24,1679,0,0,1.970833,,,,,,
calibratedSynthetic,targeted:realist|constructivist,distance-quintile,primary-family-flip,q3,2.208,3.082,24,1679,0,0,2.543333,,,,,,
calibratedSynthetic,targeted:realist|constructivist,distance-quintile,primary-family-flip,q4,3.082,4.144,24,1681,0,0,3.701667,,,,,,
calibratedSynthetic,targeted:realist|constructivist,distance-quintile,primary-family-flip,q5,4.144,6.96,24,1682,0,0,5.215,,,,,,
calibratedSynthetic,targeted:realist|constructivist,distance-quintile,pure-blend-transition,q1,0.06,1.314,24,1687,66,0.039123,0.823333,,,,,,
calibratedSynthetic,targeted:realist|constructivist,distance-quintile,pure-blend-transition,q2,1.314,1.858,24,1679,7,0.004169,1.620833,,,,,,
calibratedSynthetic,targeted:realist|constructivist,distance-quintile,pure-blend-transition,q3,1.858,2.732,24,1679,0,0,2.193333,,,,,,
calibratedSynthetic,targeted:realist|constructivist,distance-quintile,pure-blend-transition,q4,2.732,3.794,24,1681,0,0,3.351667,,,,,,
calibratedSynthetic,targeted:realist|constructivist,distance-quintile,pure-blend-transition,q5,3.794,6.61,24,1682,0,0,4.865,,,,,,
calibratedSynthetic,targeted:realist|constructivist,placement-claim-band,full-archetype-flip,lowDifferentiation,,,1,71,27,0.380282,0.29,,,,,,
calibratedSynthetic,targeted:realist|constructivist,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,109,7634,85,0.011134,3.127248,,,,,,
calibratedSynthetic,targeted:realist|constructivist,placement-claim-band,full-archetype-flip,stableModeration,,,10,703,43,0.061166,0.922,,,,,,
calibratedSynthetic,targeted:realist|constructivist,posture-midpoint-location,restraint-score-distribution,all,2.94,6.22,120,0,0,0,0.878083,true,0,0.25,0.008333,0.741667,4.86
calibratedSynthetic,targeted:realist|criticalPoliticalEconomy,distance-quintile,posture-flip,q1,0.04,0.548,24,1689,29,0.01717,0.3725,,,,,,
calibratedSynthetic,targeted:realist|criticalPoliticalEconomy,distance-quintile,posture-flip,q2,0.548,0.856,24,1678,7,0.004172,0.674583,,,,,,
calibratedSynthetic,targeted:realist|criticalPoliticalEconomy,distance-quintile,posture-flip,q3,0.856,1.074,24,1680,0,0,0.963333,,,,,,
calibratedSynthetic,targeted:realist|criticalPoliticalEconomy,distance-quintile,posture-flip,q4,1.074,1.33,23,1610,0,0,1.182609,,,,,,
calibratedSynthetic,targeted:realist|criticalPoliticalEconomy,distance-quintile,posture-flip,q5,1.33,1.91,25,1750,0,0,1.468,,,,,,
calibratedSynthetic,targeted:realist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q1,0.56,1.76,24,1692,10,0.00591,1.269583,,,,,,
calibratedSynthetic,targeted:realist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q2,1.76,2.532,24,1690,0,0,2.110417,,,,,,
calibratedSynthetic,targeted:realist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q3,2.532,3.496,24,1676,0,0,3.005417,,,,,,
calibratedSynthetic,targeted:realist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q4,3.496,4.48,24,1671,0,0,3.93875,,,,,,
calibratedSynthetic,targeted:realist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q5,4.48,6.78,24,1678,0,0,5.210833,,,,,,
calibratedSynthetic,targeted:realist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q1,0.35,1.55,24,1692,34,0.020095,1.059583,,,,,,
calibratedSynthetic,targeted:realist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q2,1.55,2.322,24,1690,0,0,1.900417,,,,,,
calibratedSynthetic,targeted:realist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q3,2.322,3.286,24,1676,0,0,2.795417,,,,,,
calibratedSynthetic,targeted:realist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q4,3.286,4.27,24,1671,0,0,3.72875,,,,,,
calibratedSynthetic,targeted:realist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q5,4.27,6.57,24,1678,0,0,5.000833,,,,,,
calibratedSynthetic,targeted:realist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,lowDifferentiation,,,0,0,0,0,0,,,,,,
calibratedSynthetic,targeted:realist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,117,8196,48,0.005857,3.170513,,,,,,
calibratedSynthetic,targeted:realist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,stableModeration,,,3,211,24,0.113744,0.63,,,,,,
calibratedSynthetic,targeted:realist|criticalPoliticalEconomy,posture-midpoint-location,restraint-score-distribution,all,3.01,5.91,120,0,0,0,0.934583,false,0.040000000000000036,0.233333,0,0.766667,4.95
calibratedSynthetic,targeted:realist|institutionalist,distance-quintile,posture-flip,q1,0.03,0.498,24,1681,71,0.042237,0.280833,,,,,,
calibratedSynthetic,targeted:realist|institutionalist,distance-quintile,posture-flip,q2,0.498,0.8,21,1473,0,0,0.634762,,,,,,
calibratedSynthetic,targeted:realist|institutionalist,distance-quintile,posture-flip,q3,0.8,0.95,20,1402,0,0,0.835,,,,,,
calibratedSynthetic,targeted:realist|institutionalist,distance-quintile,posture-flip,q4,0.95,1.13,30,2099,0,0,1.045333,,,,,,
calibratedSynthetic,targeted:realist|institutionalist,distance-quintile,posture-flip,q5,1.13,2.1,25,1747,0,0,1.3592,,,,,,
calibratedSynthetic,targeted:realist|institutionalist,distance-quintile,primary-family-flip,q1,0.58,2.052,24,1683,15,0.008913,1.391667,,,,,,
calibratedSynthetic,targeted:realist|institutionalist,distance-quintile,primary-family-flip,q2,2.052,2.826,24,1677,0,0,2.465833,,,,,,
calibratedSynthetic,targeted:realist|institutionalist,distance-quintile,primary-family-flip,q3,2.826,3.358,24,1684,0,0,3.06125,,,,,,
calibratedSynthetic,targeted:realist|institutionalist,distance-quintile,primary-family-flip,q4,3.358,5.308,24,1686,0,0,4.144583,,,,,,
calibratedSynthetic,targeted:realist|institutionalist,distance-quintile,primary-family-flip,q5,5.308,7.31,24,1672,0,0,6.043333,,,,,,
calibratedSynthetic,targeted:realist|institutionalist,distance-quintile,pure-blend-transition,q1,0.29,1.762,24,1683,38,0.022579,1.101667,,,,,,
calibratedSynthetic,targeted:realist|institutionalist,distance-quintile,pure-blend-transition,q2,1.762,2.536,24,1677,0,0,2.175833,,,,,,
calibratedSynthetic,targeted:realist|institutionalist,distance-quintile,pure-blend-transition,q3,2.536,3.068,24,1684,0,0,2.77125,,,,,,
calibratedSynthetic,targeted:realist|institutionalist,distance-quintile,pure-blend-transition,q4,3.068,5.018,24,1686,0,0,3.854583,,,,,,
calibratedSynthetic,targeted:realist|institutionalist,distance-quintile,pure-blend-transition,q5,5.018,7.02,24,1672,0,0,5.753333,,,,,,
calibratedSynthetic,targeted:realist|institutionalist,placement-claim-band,full-archetype-flip,lowDifferentiation,,,0,0,0,0,0,,,,,,
calibratedSynthetic,targeted:realist|institutionalist,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,113,7907,76,0.009612,3.581593,,,,,,
calibratedSynthetic,targeted:realist|institutionalist,placement-claim-band,full-archetype-flip,stableModeration,,,7,495,35,0.070707,0.834286,,,,,,
calibratedSynthetic,targeted:realist|institutionalist,posture-midpoint-location,restraint-score-distribution,all,1.9,5.7,120,0,0,0,0.850917,false,0.029999999999999805,0.225,0,0.775,4.8
canonical,core,distance-quintile,posture-flip,q1,1.5,1.5,0,0,0,0,0,,,,,,
canonical,core,distance-quintile,posture-flip,q2,1.5,1.5,0,0,0,0,0,,,,,,
canonical,core,distance-quintile,posture-flip,q3,1.5,1.5,0,0,0,0,0,,,,,,
canonical,core,distance-quintile,posture-flip,q4,1.5,1.5,0,0,0,0,0,,,,,,
canonical,core,distance-quintile,posture-flip,q5,1.5,1.5,16,896,0,0,1.5,,,,,,
canonical,core,distance-quintile,primary-family-flip,q1,0.34,1.11,3,168,8,0.047619,0.623333,,,,,,
canonical,core,distance-quintile,primary-family-flip,q2,1.11,1.55,3,168,0,0,1.276667,,,,,,
canonical,core,distance-quintile,primary-family-flip,q3,1.55,1.74,3,168,0,0,1.643333,,,,,,
canonical,core,distance-quintile,primary-family-flip,q4,1.74,2.32,3,168,0,0,1.996667,,,,,,
canonical,core,distance-quintile,primary-family-flip,q5,2.32,3.58,4,224,0,0,2.795,,,,,,
canonical,core,distance-quintile,pure-blend-transition,q1,0.0275,0.7425,3,168,32,0.190476,0.274167,,,,,,
canonical,core,distance-quintile,pure-blend-transition,q2,0.7425,1.1825,3,168,4,0.02381,0.909167,,,,,,
canonical,core,distance-quintile,pure-blend-transition,q3,1.1825,1.3725,3,168,0,0,1.275833,,,,,,
canonical,core,distance-quintile,pure-blend-transition,q4,1.3725,1.9525,3,168,0,0,1.629167,,,,,,
canonical,core,distance-quintile,pure-blend-transition,q5,1.9525,3.2125,4,224,0,0,2.4275,,,,,,
canonical,core,placement-claim-band,full-archetype-flip,lowDifferentiation,,,0,0,0,0,0,,,,,,
canonical,core,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,11,616,0,0,2.148182,,,,,,
canonical,core,placement-claim-band,full-archetype-flip,stableModeration,,,5,280,36,0.128571,0.834,,,,,,
canonical,core,posture-midpoint-location,restraint-score-distribution,all,2.5,5.5,16,0,0,0,1.5,false,1.5,0.5,0,0.5,4
canonical,fullExtended,distance-quintile,posture-flip,q1,0.03,0.18,3,558,0,0,0.083333,,,,,,
canonical,fullExtended,distance-quintile,posture-flip,q2,0.18,0.28,3,558,0,0,0.226667,,,,,,
canonical,fullExtended,distance-quintile,posture-flip,q3,0.28,0.99,3,558,0,0,0.533333,,,,,,
canonical,fullExtended,distance-quintile,posture-flip,q4,0.99,1.31,3,558,0,0,1.066667,,,,,,
canonical,fullExtended,distance-quintile,posture-flip,q5,1.31,1.49,4,744,0,0,1.3975,,,,,,
canonical,fullExtended,distance-quintile,primary-family-flip,q1,1.63,2.79,3,558,0,0,2.15,,,,,,
canonical,fullExtended,distance-quintile,primary-family-flip,q2,2.79,3.38,3,558,0,0,2.996667,,,,,,
canonical,fullExtended,distance-quintile,primary-family-flip,q3,3.38,4.44,3,558,0,0,3.683333,,,,,,
canonical,fullExtended,distance-quintile,primary-family-flip,q4,4.44,5.1,3,558,0,0,4.69,,,,,,
canonical,fullExtended,distance-quintile,primary-family-flip,q5,5.1,10.36,4,744,0,0,7.475,,,,,,
canonical,fullExtended,distance-quintile,pure-blend-transition,q1,1.27,2.43,3,558,0,0,1.79,,,,,,
canonical,fullExtended,distance-quintile,pure-blend-transition,q2,2.43,3.02,3,558,0,0,2.636667,,,,,,
canonical,fullExtended,distance-quintile,pure-blend-transition,q3,3.02,4.08,3,558,0,0,3.323333,,,,,,
canonical,fullExtended,distance-quintile,pure-blend-transition,q4,4.08,4.74,3,558,0,0,4.33,,,,,,
canonical,fullExtended,distance-quintile,pure-blend-transition,q5,4.74,10,4,744,0,0,7.115,,,,,,
canonical,fullExtended,placement-claim-band,full-archetype-flip,lowDifferentiation,,,0,0,0,0,0,,,,,,
canonical,fullExtended,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,16,2976,0,0,4.40375,,,,,,
canonical,fullExtended,placement-claim-band,full-archetype-flip,stableModeration,,,0,0,0,0,0,,,,,,
canonical,fullExtended,posture-midpoint-location,restraint-score-distribution,all,3.74,5.49,16,0,0,0,0.7075,false,0.029999999999999805,0.1875,0,0.8125,4.66
canonical,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,posture-flip,q1,0.1,0.29,3,213,1,0.004695,0.163333,,,,,,
canonical,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,posture-flip,q2,0.29,0.35,3,213,2,0.00939,0.313333,,,,,,
canonical,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,posture-flip,q3,0.35,1.24,3,213,11,0.051643,0.616667,,,,,,
canonical,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,posture-flip,q4,1.24,1.42,3,213,0,0,1.3,,,,,,
canonical,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,posture-flip,q5,1.42,1.73,4,284,0,0,1.505,,,,,,
canonical,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q1,0.38,0.89,3,213,6,0.028169,0.69,,,,,,
canonical,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q2,0.89,1.47,3,213,0,0,1.206667,,,,,,
canonical,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q3,1.47,1.8,3,213,0,0,1.593333,,,,,,
canonical,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q4,1.8,3.09,3,213,0,0,2.19,,,,,,
canonical,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q5,3.09,4.3,4,284,0,0,3.685,,,,,,
canonical,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q1,0.19,0.7,3,213,14,0.065728,0.5,,,,,,
canonical,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q2,0.7,1.28,3,213,0,0,1.016667,,,,,,
canonical,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q3,1.28,1.61,3,213,0,0,1.403333,,,,,,
canonical,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q4,1.61,2.9,3,213,0,0,2,,,,,,
canonical,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q5,2.9,4.11,4,284,0,0,3.495,,,,,,
canonical,targeted:constructivist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,lowDifferentiation,,,0,0,0,0,0,,,,,,
canonical,targeted:constructivist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,15,1065,16,0.015023,2.093333,,,,,,
canonical,targeted:constructivist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,stableModeration,,,1,71,12,0.169014,0.38,,,,,,
canonical,targeted:constructivist|criticalPoliticalEconomy,posture-midpoint-location,restraint-score-distribution,all,3.66,5.73,16,0,0,0,0.825,false,0.10000000000000009,0.25,0,0.75,4.75
canonical,targeted:institutionalist|constructivist,distance-quintile,posture-flip,q1,0.07,0.32,3,213,9,0.042254,0.22,,,,,,
canonical,targeted:institutionalist|constructivist,distance-quintile,posture-flip,q2,0.32,0.45,3,213,0,0,0.34,,,,,,
canonical,targeted:institutionalist|constructivist,distance-quintile,posture-flip,q3,0.45,0.75,3,213,12,0.056338,0.523333,,,,,,
canonical,targeted:institutionalist|constructivist,distance-quintile,posture-flip,q4,0.75,1.26,3,213,1,0.004695,1.03,,,,,,
canonical,targeted:institutionalist|constructivist,distance-quintile,posture-flip,q5,1.26,1.61,4,284,0,0,1.4375,,,,,,
canonical,targeted:institutionalist|constructivist,distance-quintile,primary-family-flip,q1,0.31,1.22,3,213,4,0.018779,0.7,,,,,,
canonical,targeted:institutionalist|constructivist,distance-quintile,primary-family-flip,q2,1.22,1.82,3,213,0,0,1.483333,,,,,,
canonical,targeted:institutionalist|constructivist,distance-quintile,primary-family-flip,q3,1.82,2.38,3,213,0,0,2.003333,,,,,,
canonical,targeted:institutionalist|constructivist,distance-quintile,primary-family-flip,q4,2.38,2.9,3,213,0,0,2.596667,,,,,,
canonical,targeted:institutionalist|constructivist,distance-quintile,primary-family-flip,q5,2.9,5.34,4,284,0,0,4.1,,,,,,
canonical,targeted:institutionalist|constructivist,distance-quintile,pure-blend-transition,q1,0.15,1.06,3,213,9,0.042254,0.54,,,,,,
canonical,targeted:institutionalist|constructivist,distance-quintile,pure-blend-transition,q2,1.06,1.66,3,213,0,0,1.323333,,,,,,
canonical,targeted:institutionalist|constructivist,distance-quintile,pure-blend-transition,q3,1.66,2.22,3,213,0,0,1.843333,,,,,,
canonical,targeted:institutionalist|constructivist,distance-quintile,pure-blend-transition,q4,2.22,2.74,3,213,0,0,2.436667,,,,,,
canonical,targeted:institutionalist|constructivist,distance-quintile,pure-blend-transition,q5,2.74,5.18,4,284,0,0,3.94,,,,,,
canonical,targeted:institutionalist|constructivist,placement-claim-band,full-archetype-flip,lowDifferentiation,,,0,0,0,0,0,,,,,,
canonical,targeted:institutionalist|constructivist,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,15,1065,24,0.022535,2.429333,,,,,,
canonical,targeted:institutionalist|constructivist,placement-claim-band,full-archetype-flip,stableModeration,,,1,71,9,0.126761,0.31,,,,,,
canonical,targeted:institutionalist|constructivist,posture-midpoint-location,restraint-score-distribution,all,3.49,5.61,16,0,0,0,0.755625,false,0.07000000000000028,0.3125,0,0.6875,4.53
canonical,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,posture-flip,q1,0.18,0.29,3,213,1,0.004695,0.213333,,,,,,
canonical,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,posture-flip,q2,0.29,0.34,2,142,3,0.021127,0.305,,,,,,
canonical,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,posture-flip,q3,0.34,1.16,4,284,7,0.024648,0.5425,,,,,,
canonical,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,posture-flip,q4,1.16,1.42,3,213,0,0,1.253333,,,,,,
canonical,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,posture-flip,q5,1.42,1.6,4,284,0,0,1.5075,,,,,,
canonical,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q1,0.81,1.72,3,213,1,0.004695,1.213333,,,,,,
canonical,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q2,1.72,1.9,3,213,0,0,1.78,,,,,,
canonical,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q3,1.9,2.21,3,213,0,0,2.063333,,,,,,
canonical,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q4,2.21,2.88,3,213,0,0,2.42,,,,,,
canonical,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q5,2.88,5.7,4,284,0,0,3.9425,,,,,,
canonical,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q1,0.59,1.5,3,213,1,0.004695,0.993333,,,,,,
canonical,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q2,1.5,1.68,3,213,0,0,1.56,,,,,,
canonical,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q3,1.68,1.99,3,213,0,0,1.843333,,,,,,
canonical,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q4,1.99,2.66,3,213,0,0,2.2,,,,,,
canonical,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q5,2.66,5.48,4,284,0,0,3.7225,,,,,,
canonical,targeted:institutionalist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,lowDifferentiation,,,0,0,0,0,0,,,,,,
canonical,targeted:institutionalist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,15,1065,12,0.011268,2.492667,,,,,,
canonical,targeted:institutionalist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,stableModeration,,,1,71,1,0.014085,0.81,,,,,,
